Num,Title,Year,Publisher,Genre,Platform,No_Players,Userscore
651,NHL 2K3,2002,Treyarch,Sports;Traditional;Ice Hockey;Sim,GameCube,1-4 ,7.83
652,NBA Street,2001,NuFX,Sports;Traditional;Basketball;Arcade,PlayStation2,1-2 ,9.57
653,Railroad Tycoon II,1998,PopTopSoftware,Strategy;Tycoon;Management;Tycoon;Business / Tycoon,PC,1-8 ,7.75
654,Burnout Paradise,2008,CriterionGames,Driving;Racing;Arcade;Arcade;Automobile,Xbox360,8  Online,6.69
655,Wipeout Pure,2005,StudioLiverpool,Driving;Racing;Arcade;Futuristic;Futuristic,PSP,1-8 ,8.36
656,The Beatles: Rock Band,2009,HarmonixMusicSystems,Action;Miscellaneous;Rhythm;Music;Music,PlayStation3,not specified,9.11
657,XCOM 2: War of the Chosen,2017,FiraxisGames,Strategy;Turn-Based;Tactics,PC,not specified,7.23
658,Fallout 4,2015,BethesdaGameStudios,General;Role-Playing;Western-Style,XboxOne,No Online Multiplayer,5.61
659,Tiger Woods PGA Tour 2005,2004,EASports,Sports;Traditional;Golf;Sim,PlayStation2,2  Online,9.11
660,Microsoft Flight Simulator 2004: A Century of Flight,2003,MicrosoftGameStudios,Simulation;Flight;Civilian Plane;Civilian,PC,1-16 ,7.9
661,NBA Street Vol. 2,2003,ElectronicArts,Sports;Traditional;Basketball;Arcade,GameCube,1-4 ,9.22
662,Medieval: Total War,2002,CreativeAssembly,Strategy;Real-Time;Historic;General;Historic,PC,1-8 ,8.78
663,Shenmue II,2001,SegaAM2,Action Adventure;Modern,Dreamcast,,9.4
664,NHL 2001,2000,Page44Studios,Sports;Traditional;Ice Hockey;Sim,PlayStation,not specified,8.8
665,Excitebike 64,2000,LeftFieldProductions,Driving;Racing;Motorcycle;Motocross,Nintendo64,not specified,8.67
666,R4: Ridge Racer Type 4,1999,Namco,Driving;Racing;Arcade,PlayStation,1-2 ,9.83
667,Shadow Complex,2009,ChairEntertainment,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,1 Player,8.43
668,Spelunky,2013,Mossmouth,Action;Platformer;Platformer;2D;2D,PlayStationVita,not specified,7.47
669,NBA Street V3,2005,EACanada,Sports;Traditional;Basketball;Arcade,GameCube,1-6 ,8.27
670,Mafia,2002,IllusionSoftworks,Action Adventure;Historic;Historic;Open-World,PC,No Online Multiplayer,8.42
671,N++,2017,MetanetSoftwareInc.,Action;Platformer;2D,XboxOne,not specified,6.8
672,Call of Duty: Modern Warfare 3,2011,"InfinityWard,SledgehammerGames",Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,Xbox360,Up to 18 ,3.95
673,What Remains of Edith Finch,2017,GiantSparrow,General;Adventure;3D;First-Person,PlayStation4,No Online Multiplayer,7.94
674,Brothers in Arms: Road to Hill 30,2005,GearboxSoftware,Action;Shooter;First-Person;Historic,Xbox,4  Online,7.01
675,Deus Ex: Human Revolution - Director's Cut,2013,"EidosMontreal,StraightRight",Action Adventure;Sci-Fi;Sci-Fi;General,WiiU,1 Player,7.75
676,Madden NFL 06,2005,EASports,Sports;Traditional;Football;Sim,PlayStation2,4  Online,6.51
677,Dishonored,2012,ArkaneStudios,Action Adventure;Modern;General;Modern,Xbox360,No Online Multiplayer,8.05
678,LIMBO,2011,PLAYDEAD,Action;Platformer;Platformer;2D;2D,PC,No Online Multiplayer,7.91
679,Dragon Quest XI: Echoes of an Elusive Age,2018,SquareEnix,Role-Playing;Japanese-Style,PlayStation4,No Online Multiplayer,9.36
680,Nuclear Throne,2015,Vlambeer,General;Action;General;Shooter;Shoot-'Em-Up;Top-Down,PC,No Online Multiplayer,7.88
681,Crusader Kings II: The Old Gods,2013,ParadoxDevelopmentStudio,Strategy;Real-Time;Historic;General;Historic,PC,not specified,7.15
682,Assassin's Creed: Brotherhood,2011,UbisoftMontreal,Action Adventure;Historic;Historic;Open-World,PC,not specified,8.28
683,Crash Team Racing,1999,NaughtyDog,Driving;Racing;Kart,PlayStation,1-4 ,9.13
684,DJ Hero 2,2010,FreeStyleGames,Action;Miscellaneous;Rhythm;Music;Music,Wii,not specified,8.57
685,Pinball FX 2: Marvel Pinball - Avengers Chronicles,2012,ZenStudios,Action;Miscellaneous;Parlor;Pinball;Pinball,Xbox360,not specified,4.5
686,Medal of Honor Frontline,2002,EALA,Action;Shooter;First-Person;Historic,PlayStation2,1 Player,8.48
687,Superbike 2001,2000,MilestoneS.r.l,Driving;Racing;Simulation;Motorcycle;Automobile;Street;Street,PC,1-6 ,6.0
688,Ultimate Fighting Championship,2000,Anchor,Action;Fighting;3D,Dreamcast,not specified,7.33
689,Wolfenstein II: The New Colossus,2017,MachineGames,Action;Shooter;First-Person;Arcade,XboxOne,not specified,6.93
690,Mario Kart 8,2014,Nintendo,Driving;Racing;Arcade;Kart;Kart;Automobile,WiiU,Up to 12 ,8.94
691,Super Mario Maker,2015,Nintendo,Action;Platformer;2D,WiiU,No Online Multiplayer,8.83
692,NHL 11,2010,ElectronicArts,Sports;Traditional;Team;Ice Hockey;Sim;Sim,PlayStation3,not specified,8.03
693,Divinity: Original Sin Enhanced Edition,2015,LarianStudios,Role-Playing;Action RPG;Western-Style,XboxOne,not specified,7.83
694,Dead Space,2008,EARedwoodShores,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,PlayStation3,not specified,7.98
695,Tekken 5,2005,Namco,Action;Fighting;3D,PlayStation2,1-2 ,8.47
696,F.E.A.R.,2005,MonolithProductions,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,16  Online,7.47
697,Monster Hunter: World,2018,Capcom,Role-Playing;Action RPG,PC,Up to 4 ,7.21
698,Psychonauts,2005,DoubleFineProductions,Action;Platformer;3D,Xbox,1 Player,9.03
699,The Binding of Isaac: Rebirth,2014,Nicalis,Horror;Action;Action Adventure;Shooter;Survival;Shoot-'Em-Up;Top-Down,PlayStation4,not specified,8.44
700,FIFA 14,2013,EACanada,Sim;Sports;Traditional;Team;Soccer;Sim,XboxOne,Up to 22 ,3.74
701,NHL 10,2009,EACanada,Sports;Traditional;Team;Ice Hockey;Sim;Sim,Xbox360,not specified,7.83
702,BioShock 2,2010,2KMarin,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,Up to 10 ,7.87
703,Kerbal Space Program,2015,"SQUADTeam,Squad",Sci-Fi;Small Spaceship;Small Spaceship;Simulation;Space;Combat,PC,No Online Multiplayer,9.05
704,Ori and the Blind Forest: Definitive Edition,2016,MoonStudios,Action;Platformer;2D,PC,No Online Multiplayer,8.33
705,Tribes 2,2001,Dynamix,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,not specified,9.71
706,Age of Empires II: The Conquerors Expansion,2000,EnsembleStudios,Strategy;Real-Time;Historic;Historic;Command,PC,1-8 ,9.85
707,Diddy Kong Racing,1997,RareLtd.,Driving;Racing;Kart,Nintendo64,1-4 ,9.07
708,Star Fox 64,1997,Nintendo,Action;Shooter;Rail,Nintendo64,1-4 ,8.95
709,NHL 09,2008,EACanada,Sports;Traditional;Team;Ice Hockey;Sim;Sim,Xbox360,not specified,8.39
710,Ori and the Blind Forest: Definitive Edition,2016,MoonStudios,Action;Platformer;2D,XboxOne,not specified,8.33
711,NieR: Automata,2017,PlatinumGames,Role-Playing;Action RPG,PlayStation4,No Online Multiplayer,8.68
712,Meteos,2005,QEntertainment,Miscellaneous;Puzzle;Puzzle;Puzzle;Matching;Matching,DS,1-4 ,7.75
713,Zero Escape: Virtue's Last Reward,2012,ChunSoft,Adventure;General;General;Visual Novel,3DS,No Online Multiplayer,8.88
714,Dishonored 2,2016,ArkaneStudios,Action Adventure;General,XboxOne,not specified,7.02
715,NHL 09,2008,EACanada,Sports;Traditional;Team;Ice Hockey;Sim;Sim,PlayStation3,not specified,8.39
716,Rise of the Tomb Raider: 20 Year Celebration,2016,"CrystalDynamics,NixxesSoftware",Action Adventure;Linear,PlayStation4,2 ,7.96
717,NHL 10,2009,EACanada,Sports;Traditional;Team;Ice Hockey;Sim;Sim,PlayStation3,not specified,7.83
718,Uncharted: Drake's Fortune,2007,"NaughtyDog,SCE/WWS",Action Adventure;Modern;Modern;Linear,PlayStation3,No Online Multiplayer,8.13
719,The Banner Saga 3,2018,Stoic,Strategy;Turn-Based;Tactics,XboxOne,No Online Multiplayer,6.67
720,Tom Clancy's Rainbow Six Vegas,2006,UbisoftMontreal,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,Xbox360,1-16 ,8.24
721,Super Street Fighter II Turbo HD Remix,2008,"BackboneEntertainment,BackboneEmeryville",Action;Fighting;Fighting;2D;2D,Xbox360,2  Online,7.2
722,Tiger Woods PGA Tour 2005,2004,EASports,Sports;Traditional;Golf;Sim,Xbox,4  Online,9.11
723,Tiger Woods PGA Tour 2004,2003,Headgate,Sports;Traditional;Individual;Golf;Sim;Sim,PC,1-8 ,8.71
724,Warcraft III: The Frozen Throne,2003,BlizzardEntertainment,Strategy;Real-Time;Fantasy;General;Fantasy,PC,1-12 ,8.94
725,Tiger Woods PGA Tour 2003,2002,EASports,Sports;Traditional;Golf;Sim,Xbox,1-4 ,9.0
726,Tactics Ogre: The Knight of Lodis,2002,Quest,Strategy;Turn-Based;Fantasy,GameBoyAdvance,1-2 ,9.43
727,Starcraft,1998,BlizzardEntertainment,Strategy;Real-Time;Sci-Fi;Sci-Fi;Command,PC,1-8 ,9.48
728,Assassin's Creed IV: Black Flag,2013,Ubisoft,Action Adventure;Historic;Historic;Open-World,PlayStation3,Up to 8 ,7.64
729,Battlefield: Bad Company 2,2010,EADICE,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PlayStation3,Up to 24 ,8.27
730,The Last of Us: Left Behind,2014,NaughtyDog,Action Adventure;General;Modern,PlayStation3,Up to 8 ,8.02
731,Far Cry 3,2012,UbisoftMontreal,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,Up to 4 ,7.79
732,Tiger Woods PGA Tour 10,2009,EATiburon,Sports;Traditional;Individual;Golf;Sim;Sim,Wii,1-4 ,9.0
733,Star Wars Pinball: Balance of the Force,2013,ZenStudios,Action;Miscellaneous;Parlor;Pinball;Pinball,Xbox360,1 Player,
734,World Soccer Winning Eleven 8 International,2005,KCET,Sports;Traditional;Team;Soccer;Sim;Sim,PC,1-8 ,9.11
735,Fight Night Round 2,2005,EASports,Sports;Traditional;Boxing,Xbox,2  Online,9.38
736,The Secret of Monkey Island: Special Edition,2009,LucasArts,Adventure;General;General;Point-and-Click,Xbox360,1 Player,9.17
737,Shovel Knight,2014,YachtClubGames,Platformer;2D;Action;Platformer;2D,WiiU,not specified,8.7
738,Rayman Origins,2012,UBlartMontpellier,Action Adventure;Fantasy;Action;Platformer;Platformer;2D;2D,PlayStationVita,not specified,8.93
739,Project Gotham Racing 3,2005,BizarreCreations,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,Xbox360,8  Online,6.85
740,NBA 2K17,2016,VisualConcepts,Sports;Team;Basketball;Sim,PlayStation4,Up to 10 ,5.88
741,Battlefield: Bad Company 2,2010,EADICE,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,Xbox360,24  Online,8.27
742,The World Ends with You,2008,JupiterCorporation,Role-Playing;Action RPG;Action RPG,DS,No Online Multiplayer,8.76
743,Torchlight II,2012,RunicGames,Role-Playing;Action RPG;Action RPG,PC,Online Multiplayer,8.89
744,XCOM 2,2016,FiraxisGames,Strategy;Turn-Based;General;Tactics,PC,2 ,6.61
745,Dishonored 2,2016,ArkaneStudios,Action Adventure;General,PlayStation4,No Online Multiplayer,7.02
746,Injustice 2: Legendary Edition,2018,NetherRealmStudios,Action;Fighting;2D,PlayStation4,2 ,8.62
747,Cuphead,2017,StudioMDHR,Action;Platformer;2D,PC,not specified,8.79
748,Divinity: Original Sin Enhanced Edition,2015,LarianStudios,Role-Playing;Action RPG;Western-Style,PlayStation4,2 ,7.83
749,Minecraft: Xbox One Edition,2014,"4JStudios,MojangAB",Action Adventure;Adventure;3D;Sandbox;First-Person;Fantasy;Fantasy,XboxOne,Up to 8 ,8.08
750,Guacamelee! Super Turbo Championship Edition,2014,DrinkBoxStudios,Action;Platformer;2D,XboxOne,not specified,8.0
751,XCOM: Enemy Within,2013,FiraxisGames,Sci-Fi;Strategy;Turn-Based;Sci-Fi;General,Xbox360,not specified,7.83
752,NCAA Football 2005,2004,EATiburon,Sports;Traditional;Football;Sim,PlayStation2,1-8 ,8.43
753,ESPN NHL Hockey,2003,KushGames,Sports;Traditional;Ice Hockey;Sim,Xbox,1-10 ,7.76
754,NCAA Football 2004,2003,EASports,Sports;Traditional;Football;Sim,Xbox,1-4 ,8.96
755,FIFA Soccer 2003,2002,EACanada,Sports;Traditional;Soccer;Sim,Xbox,1-4 ,7.31
756,Ratchet & Clank,2002,InsomniacGames,Action;Platformer;3D,PlayStation2,1 Player,8.87
757,Tiger Woods PGA Tour 2003,2002,EASports,Sports;Traditional;Golf;Sim,PlayStation2,1-4 ,9.0
758,TimeSplitters 2,2002,FreeRadicalDesign,Action;Shooter;First-Person;Sci-Fi,GameCube,1-4 ,8.41
759,JSRF: Jet Set Radio Future,2002,Smilebit,Action;Platformer;3D,Xbox,1-4 ,7.15
760,Red Faction,2001,VolitionInc.,Action;Shooter;First-Person;Sci-Fi,PlayStation2,1-2 ,8.06
761,Myth II: Soulblighter,1998,"BungieSoftware,Bungie",Strategy;Real-Time;Fantasy;General,PC,1-16 ,10.0
762,Ninja Gaiden Sigma,2007,TeamNinja,Action Adventure;Fantasy;General;Fantasy,PlayStation3,1 Player,7.47
763,Fire Emblem Fates: Special Edition,2016,IntelligentSystems,Strategy;Turn-Based;Tactics,3DS,2 ,7.06
764,Pinball FX 2,2010,ZenStudios,Action;Miscellaneous;Parlor;Pinball;Pinball,Xbox360,1-4 ,8.56
765,Final Fantasy Tactics: The War of the Lions,2007,TOSE,Strategy;Turn-Based;Fantasy;Fantasy;Tactics,PSP,No Online Multiplayer,7.95
766,NHL 11,2010,ElectronicArts,Sports;Traditional;Team;Ice Hockey;Sim;Sim,Xbox360,not specified,8.03
767,Wario Land 4,2001,Nintendo,Action;Platformer;2D,GameBoyAdvance,not specified,8.73
768,The Elder Scrolls III: Morrowind Game of the Year Edition,2003,BethesdaSoftworks,Role-Playing;First-Person,Xbox,1 Player,9.04
769,WarioWare: Twisted!,2005,Nintendo,Miscellaneous;Puzzle;General,GameBoyAdvance,1 Player,9.64
770,Pokemon Y,2013,GameFreak,Role-Playing;Console-style RPG;Console-style RPG;Trainer,3DS,Up to 4 ,8.25
771,Call of Duty: Black Ops,2010,Treyarch,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PlayStation3,Up to 18 ,5.65
772,Return to Castle Wolfenstein,2001,GrayMatter,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,Online Multiplayer,8.94
773,Ori and the Blind Forest,2015,MoonStudios,Action;Platformer;2D,XboxOne,No Online Multiplayer,9.05
774,NCAA Football 07,2006,EASports,Sports;Traditional;Football;Sim,Xbox,2  Online,8.1
775,NBA Street,2002,EASports,Sports;Traditional;Basketball;Arcade,GameCube,1-2 ,9.57
776,Madden NFL 2002,2001,EASports,Sports;Traditional;Football;Sim,PlayStation,not specified,9.65
777,Shogo: Mobile Armor Division,1998,MonolithProductions,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,Online Multiplayer,9.6
778,Thirty Flights of Loving,2012,BlendoGames,Adventure;General;3D;First-Person,PC,not specified,4.28
779,The Witcher 2: Assassins of Kings,2012,CDProjektRedStudio,Action RPG;Role-Playing;Action RPG,Xbox360,No Online Multiplayer,8.81
780,Hearthstone: Heroes of Warcraft,2014,BlizzardEntertainment,Card Battle;Strategy;Miscellaneous;Turn-Based;Card Battle,PC,2 ,4.33
781,Grand Theft Auto: Liberty City Stories,2005,RockstarLeeds,Action Adventure;Modern;Modern;Open-World,PSP,No Online Multiplayer,7.42
782,The Walking Dead: Episode 3 - Long Road Ahead,2012,TelltaleGames,Miscellaneous;Adventure;General;Compilation;Point-and-Click,Xbox360,not specified,7.22
783,Pillars of Eternity II: Deadfire,2018,ObsidianEntertainment,Role-Playing;Western-Style,PC,No Online Multiplayer,7.46
784,Medieval II: Total War,2006,CreativeAssembly,Strategy;Real-Time;Historic;General,PC,Online Multiplayer,8.41
785,Sly 2: Band of Thieves,2004,SuckerPunch,Action;Platformer;3D,PlayStation2,1 Player,8.96
786,Doom 3,2005,VicariousVisions,Action;Shooter;First-Person;Sci-Fi,Xbox,4  Online,6.96
787,NCAA Football 2005,2004,EASports,Sports;Traditional;Football;Sim,GameCube,1-4 ,8.43
788,FIFA Soccer 2003,2002,EACanada,Sports;Traditional;Soccer;Sim,PlayStation2,1-8 ,7.31
789,Aggressive Inline,2002,"Z-Axis,Ltd.",Sports;Alternative;Skating,GameCube,1-2 ,8.18
790,F1 2002,2002,EASports,Driving;Racing;Simulation;Formula One;Formula One;Automobile,PC,1-8 ,6.5
791,Tekken: Dark Resurrection,2006,NamcoBandaiGames,Action;Fighting;Fighting;3D;3D,PSP,1-2 ,8.47
792,The Stanley Parable,2013,DaveyWreden,Action;Adventure;General;General;3D;First-Person;Modern,PC,not specified,7.14
793,BioShock 2,2010,2KMarin,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PlayStation3,Up to 10 ,7.87
794,ESPN NHL 2K5,2004,KushGames,Sports;Traditional;Ice Hockey;Sim,Xbox,4  Online,7.95
795,BioShock 2,2010,2KMarin,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,10  Online,7.87
796,Counter-Strike: Source,2004,ValveSoftware,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,Online Multiplayer,8.77
797,Fire Emblem,2003,IntelligentSystems,Strategy;Turn-Based;Fantasy,GameBoyAdvance,1-4 ,9.11
798,Fire Emblem Fates: Revelation,2016,IntelligentSystems,Strategy;Turn-Based;Tactics,3DS,not specified,7.04
799,Sid Meier's Civilization VI,2016,FiraxisGames,Strategy;Turn-Based;4X,PC,not specified,5.67
800,Battlefield 1,2016,EADICE,General;Action;Shooter;First-Person;Tactical,PC,not specified,6.67
801,Okami HD,2017,Capcom,Action Adventure;General,XboxOne,not specified,8.49
802,Starcraft II: Legacy of the Void,2015,BlizzardEntertainment,Sci-Fi;Sci-Fi;Strategy;Real-Time;General;Command,PC,not specified,7.83
803,Diablo III,2012,BlizzardEntertainment,Role-Playing;Action RPG;Action RPG,PC,Up to 4 ,3.85
804,Fight Night Round 4,2009,EACanada,Sports;Traditional;Individual;Boxing;Boxing;Combat;Boxing / Martial Arts,PlayStation3,not specified,6.39
805,Oddworld: Stranger's Wrath,2005,OddworldInhabitants,Action Adventure;Sci-Fi,Xbox,1 Player,9.65
806,Rise of Nations: Thrones & Patriots,2004,BigHugeGames,Strategy;Real-Time;Historic;General;Historic,PC,1-8 ,9.75
807,Sid Meier's Pirates!,2004,FiraxisGames,Strategy;General;General,PC,No Online Multiplayer,7.74
808,Error 503 Service Unavailable,not specified,not specified,no genre,not specified,not specified,8.67
809,EVE Online: Special Edition,2009,CCP,Role-Playing;Miscellaneous;Massively Multiplayer Online;Compilation;Sci-Fi,PC,not specified,7.28
810,SteamWorld Dig 2,2017,Image&Form,Action;Action Adventure;General;Platformer;2D,Switch,No Online Multiplayer,8.95
811,Call of Duty: Modern Warfare 3,2011,"InfinityWard,SledgehammerGames",Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PlayStation3,Up to 18 ,3.95
812,FIFA Soccer 11,2010,EASports,Sports;Traditional;Team;Soccer;Sim;Sim,Xbox360,Up to 22 ,7.79
813,LittleBigPlanet PS Vita,2012,"TarsierStudios,DoubleEleven",Action;Platformer;Platformer;3D;3D,PlayStationVita,Up to 4 ,9.17
814,Guacamelee! Gold Edition,2013,DrinkBoxStudios,Action;Platformer;Platformer;2D;2D,PC,No Online Multiplayer,7.32
815,Armadillo Run,2006,PeterStock,Miscellaneous;Puzzle;Puzzle;General;General,PC,not specified,9.0
816,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PlayStation3,not specified,5.22
817,Ikaruga,2018,Treasure,Action;Shooter;Shoot-'Em-Up;Vertical,Switch,No Online Multiplayer,9.09
818,World of Warcraft: Legion,2016,BlizzardEntertainment,Role-Playing;Massively Multiplayer,PC,not specified,6.15
819,Art of Balance,2010,Shin'en,Miscellaneous;Puzzle;Puzzle;General;Puzzle;General,Wii,1-2 ,8.29
820,MVP Baseball 2005,2005,EASports,Sports;Traditional;Baseball;Sim,GameCube,1-2 ,9.08
821,Keep Talking and Nobody Explodes,2016,SteelCrateGames,Adventure;3D;First-Person,PlayStation4,not specified,8.22
822,Joe Danger: Special Edition,2011,HelloGames,Driving;Racing;Arcade;Arcade;Automobile,Xbox360,not specified,7.56
823,Cave Story +,2017,Nicalis,Action;Platformer;2D,Switch,No Online Multiplayer,8.72
824,Crimson Skies: High Road to Revenge,2003,FASAStudio,Simulation;Flight;WWII,Xbox,1-16 ,8.88
825,NASCAR Thunder 2004,2003,EATiburon,Driving;Racing;Stock Car,PlayStation2,1-2 ,8.6
826,Burnout 2: Point of Impact,2003,CriterionGames,Driving;Racing;Arcade,Xbox,1-2 ,8.61
827,TimeSplitters 2,2002,FreeRadicalDesign,Action;Shooter;First-Person;Sci-Fi,Xbox,1-4 ,8.41
828,Dark Age of Camelot,2001,MythicEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,Massively Multiplayer,9.38
829,Baldur's Gate II: Throne of Bhaal,2001,BioWare,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,1-6 ,8.76
830,Counter-Strike,2000,TheCounter-StrikeTeam,Action;Shooter;Shooter;First-Person;Modern;Tactical;Modern,PC,Online Multiplayer,9.32
831,Owlboy,2016,D-PadStudio,Fantasy;Action Adventure;General,PC,No Online Multiplayer,7.03
832,The Talos Principle,2015,Croteam,Adventure;3D;First-Person;Sci-Fi,PlayStation4,not specified,8.79
833,Battlefield: Bad Company 2 Vietnam,2010,EADICE,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,Xbox360,not specified,8.0
834,Celeste,2018,MattMakesGamesInc.,Action;Platformer;2D,PC,No Online Multiplayer,8.64
835,Tony Hawk's Pro Skater 4,2003,Beenox,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,PC,1-8 ,8.94
836,Night in the Woods,2017,InfiniteFall,Fantasy;Action Adventure;Adventure;General,PC,No Online Multiplayer,7.42
837,Ori and the Blind Forest,2015,MoonStudios,Action;Platformer;2D,PC,No Online Multiplayer,9.05
838,Need for Speed: Hot Pursuit,2010,CriterionGames,Driving;Racing;Arcade;Arcade;Automobile,Xbox360,not specified,6.16
839,Ridge Racer,2005,Namco,Driving;Racing;Arcade;Arcade;Automobile,PSP,1-8 ,8.14
840,Fight Night Round 2,2005,EASports,Sports;Traditional;Boxing,PlayStation2,2  Online,9.38
841,Nex Machina: Death Machine,2017,Housemarque,Action;Shooter;Shoot-'Em-Up;Top-Down,PlayStation4,not specified,8.48
842,Nioh,2017,TeamNinja,Role-Playing;Action RPG,PlayStation4,2 ,8.47
843,Animal Crossing: New Leaf,2013,Nintendo,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,3DS,Up to 4 ,9.03
844,Diablo II,2000,BlizzardNorth,Role-Playing;Action RPG;Action RPG,PC,Up to 8 ,8.56
845,Dead Cells,2018,MotionTwin,Action;Platformer;2D,PlayStation4,No Online Multiplayer,7.95
846,Hellblade: Senua's Sacrifice,2018,NinjaTheory,Action Adventure;General,XboxOne,No Online Multiplayer,7.76
847,The Walking Dead: Episode 5 - No Time Left,2012,TelltaleGames,Miscellaneous;Adventure;General;Compilation;Point-and-Click,PlayStation3,not specified,8.91
848,NBA 2K13,2012,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,Xbox360,not specified,7.18
849,The Witcher 2: Assassins of Kings,2011,CDProjektRedStudio,Role-Playing;Action RPG;Action RPG,PC,No Online Multiplayer,8.81
850,Tiger Woods PGA Tour 2005,2004,EASports,Sports;Traditional;Golf;Sim,GameCube,1-4 ,9.11
851,SSX Tricky,2001,EASportsBig,Sports;Alternative;Snowboarding,Xbox,1-2 ,9.27
852,Oddworld: Abe's Exoddus,1998,OddworldInhabitants,Action;Platformer;2D,PlayStation,1-2 ,9.5
853,Plants vs. Zombies,2009,PopCap,Strategy;Real-Time;Fantasy;General;Fantasy;Defense,PC,not specified,8.88
854,Rocksmith 2014 Edition,2013,Ubisoft,Action;Miscellaneous;Rhythm;Music;Music,Xbox360,not specified,7.64
855,Burnout Paradise,2008,CriterionGames,Driving;Racing;Arcade;Arcade;Automobile,PlayStation3,Up to 8 ,6.69
856,Guacamelee! Super Turbo Championship Edition,2014,DrinkBoxStudios,Action;Platformer;2D,PlayStation4,not specified,8.0
857,Doom 3,2004,idSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,4  Online,6.96
858,GRID,2008,Codemasters,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PlayStation3,12  Online,7.44
859,Stardew Valley,2017,ConcernedApe,Role-Playing;General,Switch,No Online Multiplayer,8.83
860,Super Meat Boy,2010,TeamMeat,Action;Platformer;Platformer;2D;2D,PC,No Online Multiplayer,8.05
861,Middle-earth: Shadow of Mordor,2014,MonolithProductions,Fantasy;Action Adventure;Fantasy;Open-World,XboxOne,No Online Multiplayer,7.95
862,Halo 4,2012,343Industries,Shooter;Sci-Fi;Sci-Fi;Action;Shooter;First-Person;Arcade,Xbox360,Up to 16 ,7.56
863,Football Manager 2010,2009,SportsInteractive,Sports;Traditional;Team;Soccer;Management;Management,PC,not specified,8.42
864,Final Fantasy XIV: Stormblood,2017,SquareEnix,Role-Playing;Massively Multiplayer,PC,not specified,6.51
865,Bloodborne: The Old Hunters,2015,FromSoftware,Role-Playing;Action RPG,PlayStation4,not specified,9.23
866,XCOM 2,2016,FiraxisGames,Strategy;Turn-Based;General;Tactics,PlayStation4,2 ,6.61
867,Super Street Fighter II Turbo HD Remix,2008,"BackboneEntertainment,BackboneEmeryville",Action;Fighting;Fighting;2D;2D,PlayStation3,8  Online,7.2
868,Injustice 2,2017,NetherRealmStudios,Action;Fighting;2D,PlayStation4,2 ,7.75
869,SOCOM II: U.S. Navy SEALs,2003,ZipperInteractive,Action;Shooter;Third-Person;Tactical;Modern,PlayStation2,1-16 ,9.17
870,The Witness,2016,"Thekla,Inc",Miscellaneous;General;General;Puzzle;Puzzle;Adventure;3D;First-Person,PlayStation4,not specified,6.94
871,DOOM,2016,idSoftware,Sci-Fi;Action;Shooter;First-Person;Third-Person;Arcade,XboxOne,Up to 12 ,8.6
872,BlazBlue: Calamity Trigger,2009,ArcSystemWorks,Action;Fighting;Fighting;2D;2D,PlayStation3,not specified,8.4
873,Rallisport Challenge 2,2004,DigitalIllusions,Driving;Racing;Rally / Offroad,Xbox,1-16 ,9.06
874,Oddworld: Abe's Oddysee - New 'n' Tasty,2015,JustAddWater,Action;Platformer;Platformer;2D;2D,PC,No Online Multiplayer,7.62
875,Battlefield 1,2016,EADICE,Action;General;Shooter;First-Person;Tactical,XboxOne,Up to 64 ,6.67
876,Midnight Club 3: DUB Edition Remix,2006,RockstarSanDiego,Driving;Racing;GT / Street,Xbox,8  Online,9.07
877,Dark Souls III,2016,FromSoftware,Role-Playing;Action RPG,XboxOne,Up to 6 ,7.76
878,Marvel's Spider-Man,2018,InsomniacGames,Action Adventure;Open-World,PlayStation4,not specified,9.16
