Num,Title,Year,Publisher,Genre,Platform,No_Players,Userscore
879,Monkey Island 2 Special Edition: LeChuck's Revenge,2010,LucasArts,Adventure;General;General;Point-and-Click,PlayStation3,not specified,8.4
880,Red Dead Redemption: Undead Nightmare Pack,2010,RockstarSanDiego,Action Adventure;Historic;General;Historic;Open-World,PlayStation3,not specified,8.69
881,Pokemon White Version,2011,GameFreak,Role-Playing;Console-style RPG;Console-style RPG;Trainer,DS,No Online Multiplayer,7.7
882,Dragon Quest IX: Sentinels of the Starry Skies,2010,Level5,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,DS,No Online Multiplayer,8.95
883,Pokemon X,2013,GameFreak,Role-Playing;Console-style RPG;Console-style RPG;Trainer,3DS,Up to 4 ,8.43
884,Tom Clancy's Splinter Cell: Pandora Tomorrow,2004,UbisoftShanghai,Action Adventure;Modern;General;Modern,PC,1-4 ,6.93
885,Baldur's Gate: Dark Alliance,2001,SnowblindStudios,Role-Playing;Action RPG,PlayStation2,1-2 ,8.51
886,Europa Universalis II,2001,ParadoxDevelopmentStudio,Strategy;Real-Time;Historic;General;Historic,PC,not specified,9.67
887,Tony Hawk's Pro Skater 3,2001,ShabaGames,Sports;Alternative;Skateboarding,PlayStation,1-2 ,8.17
888,Metropolis Street Racer,2001,BizarreCreations,Driving;Racing;GT / Street,Dreamcast,not specified,9.75
889,Power Stone 2,2000,Capcom,Action;Fighting;3D,Dreamcast,not specified,9.0
890,Burnout Paradise: The Ultimate Box,2009,CriterionGames,Driving;Racing;Arcade;Arcade;Automobile,PC,8  Online,6.33
891,FIFA Soccer 09,2008,EACanada,Sports;Traditional;Team;Soccer;Sim;Sim,Xbox360,24  Online,7.69
892,Subnautica,2018,UnknownWorldsEntertainment,Adventure;General,PC,No Online Multiplayer,8.43
893,Jeanne d'Arc,2007,Level5,Strategy;Turn-Based;Historic;Historic;Tactics,PSP,1 Player,8.33
894,Street Fighter V: Arcade Edition,2018,Capcom,Action;Fighting;2D,PlayStation4,2 ,7.22
895,Battlefield: Bad Company 2,2010,EADICE,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,not specified,8.27
896,Guacamelee!,2013,DrinkBoxStudios,Action;Platformer;Platformer;2D;2D,PlayStationVita,not specified,8.77
897,FIFA Soccer 09,2008,EACanada,Sports;Traditional;Team;Soccer;Sim;Sim,PlayStation3,24  Online,7.69
898,Steins;Gate,2014,M2,First-Person;Modern;Adventure;General;Visual Novel,PC,No Online Multiplayer,8.78
899,NCAA Football 06,2005,EASports,Sports;Traditional;Football;Sim,PlayStation2,2  Online,8.04
900,GRID,2008,Codemasters,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,12  Online,7.44
901,Night in the Woods,2017,InfiniteFall,Fantasy;Action Adventure;Adventure;General,PlayStation4,not specified,7.42
902,DiRT 3,2011,Codemasters,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,PlayStation3,not specified,6.39
903,Critter Crunch,2009,PlayerX,Miscellaneous;Puzzle;Puzzle;General;Puzzle;General,PlayStation3,2 ,10.0
904,Crypt of the NecroDancer,2015,BraceYourselfGames,Action;Role-Playing;General;Action RPG,PC,not specified,8.7
905,La-Mulana,2012,"AsterizmCo.,Ltd",Action;Action Adventure;Platformer;Platformer;Open-World;2D;2D,Wii,No Online Multiplayer,6.67
906,Max Payne 3,2012,RockstarStudios,Action;Shooter;Shooter;Third-Person;Modern;Modern;Arcade,PlayStation3,not specified,7.29
907,Pokemon Sun,2016,GameFreak,Role-Playing;Trainer,3DS,Up to 4 ,7.34
908,Sins of a Solar Empire,2008,IroncladGames,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,10  Online,7.83
909,The Walking Dead: Season Two Episode 5 - No Going Back,2014,TelltaleGames,Action;Adventure;General;General;Point-and-Click,PlayStation3,not specified,8.6
910,Ikaruga,2008,Treasure,Action;Shooter;Shooter;Scrolling;Scrolling;Shoot-'Em-Up;Vertical,Xbox360,2  Online,9.09
911,Heavy Rain,2010,QuanticDream,Adventure;3D;Modern;Third-Person;Modern,PlayStation3,No Online Multiplayer,8.06
912,Super Monkey Ball 2,2002,AmusementVision,Miscellaneous;Party,GameCube,1-4 ,9.24
913,MechWarrior 4: Vengeance,2000,FASAStudio,Simulation;Sci-Fi;Vehicle;Mech;Combat,PC,1-16 ,8.6
914,Thief II: The Metal Age,2000,LookingGlassStudios,Action Adventure;Fantasy;General;Fantasy,PC,No Online Multiplayer,8.58
915,Tactics Ogre: Let Us Cling Together,2011,SquareEnix,Strategy;Turn-Based;Fantasy;Fantasy;Tactics,PSP,No Online Multiplayer,8.11
916,Tom Clancy's Splinter Cell Chaos Theory,2005,UbisoftMontreal,Action Adventure;Modern,PlayStation2,4  Online,8.86
917,Diablo II: Lord of Destruction,2001,BlizzardNorth,Role-Playing;Action RPG;Action RPG,PC,1-8 ,9.34
918,Monkey Island 2 Special Edition: LeChuck's Revenge,2010,LucasArts,Adventure;General;General;Point-and-Click,PC,No Online Multiplayer,8.4
919,Half-Life 2: Episode One,2006,ValveSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,1 Player,7.96
920,Devil May Cry 3: Special Edition,2006,Capcom,Action Adventure;Fantasy,PlayStation2,1 Player,8.57
921,Mass Effect 2: Lair of the Shadow Broker,2010,BioWare,Role-Playing;Action RPG;Action RPG,Xbox360,not specified,9.14
922,DiRT 3,2011,Codemasters,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,Xbox360,not specified,6.39
923,Syphon Filter: Dark Mirror,2006,SonyBend,Action;Shooter;Shooter;Third-Person;Tactical;Modern;Modern,PSP,8  Online,8.9
924,The Elder Scrolls III: Morrowind,2002,BethesdaSoftworks,Role-Playing;First-Person,Xbox,1 Player,8.82
925,The Swapper,2013,FacepalmGames,Action;Platformer;Platformer;2D;2D,PC,No Online Multiplayer,8.58
926,Pokemon SoulSilver Version,2010,GameFreak,Role-Playing;Console-style RPG;Console-style RPG;Trainer,DS,2 ,9.58
927,Castlevania: Harmony of Dissonance,2002,KCET,Action;Platformer;2D,GameBoyAdvance,not specified,7.22
928,Dragon Ball FighterZ,2018,ArcSystemWorks,Action;Fighting;2D,PlayStation4,2 ,7.93
929,Hitman 2: Silent Assassin,2002,IoInteractive,Action Adventure;Modern;General;Modern,PC,No Online Multiplayer,7.85
930,Year Walk,2014,Simogo,Miscellaneous;Adventure;General;3D;First-Person;Modern,PC,not specified,7.62
931,Batman: Arkham Knight,2015,RocksteadyStudios,General;Fantasy;Action Adventure;Open-World,PlayStation4,No Online Multiplayer,8.03
932,Dead or Alive 3,2001,TeamNinja,Action;Fighting;3D,Xbox,1-4 ,8.53
933,Jak II,2003,NaughtyDog,Action;Platformer;3D,PlayStation2,1 Player,8.1
934,Mario Kart 8 DLC Pack 1,2014,Nintendo,Driving;Racing;Arcade;Kart;Automobile,WiiU,not specified,8.63
935,Final Fantasy Tactics Advance,2003,SquareEnix,Strategy;Turn-Based;Fantasy,GameBoyAdvance,1-2 ,9.28
936,NCAA Football 06,2005,EASports,Sports;Traditional;Football;Sim,Xbox,2  Online,8.04
937,Red Dead Redemption: Undead Nightmare Pack,2010,RockstarSanDiego,Action Adventure;Historic;General;Historic;Open-World,Xbox360,not specified,8.69
938,Max Payne 3,2012,RockstarStudios,Action;Shooter;Shooter;Third-Person;Modern;Modern;Arcade,PC,not specified,7.29
939,Okami HD,2017,Capcom,Action Adventure;General,PlayStation4,not specified,8.49
940,Pokemon Moon,2016,GameFreak,Role-Playing;Trainer,3DS,Up to 4 ,7.67
941,New Super Mario Bros. Wii,2009,Nintendo,Action;Platformer;Platformer;2D;2D,Wii,No Online Multiplayer,8.04
942,Elite Beat Agents,2006,iNiS,Action;Miscellaneous;Rhythm;Music;Music,DS,1-4 ,8.43
943,Beyond Good & Evil,2003,UbisoftMontpellier,Action Adventure;Fantasy,GameCube,1 Player,8.86
944,Paper Mario: The Thousand-Year Door,2004,IntelligentSystems,Role-Playing;Console-style RPG,GameCube,1 Player,9.44
945,DJ Hero,2009,ExientEntertainment,Action;Miscellaneous;Rhythm;Music;Music,Wii,1-2 ,8.03
946,TowerFall Ascension,2014,MattThorson,Action;General,PC,No Online Multiplayer,7.97
947,Tomb Raider,2013,"CrystalDynamics,NixxesSoftware",Action Adventure;Modern;General;Modern;Linear,PlayStation3,Up to 8 ,8.26
948,Hollow Knight,2017,TeamCherry,Action Adventure;General,PC,No Online Multiplayer,8.74
949,Mario Kart: Double Dash!!,2003,Nintendo,Driving;Racing;Kart,GameCube,1-8 ,8.29
950,Rayman Legends,2013,UbisoftMontpellier,Action;Platformer;Platformer;2D;2D,PlayStationVita,2 ,8.95
951,Battlefield 3: Armored Kill,2012,EADICE,Action;Shooter;Shooter;First-Person;Modern;Tactical;Modern;Arcade,PC,not specified,7.38
952,World Series Baseball 2K3,2003,BlueShift,Sports;Traditional;Baseball;Sim,PlayStation2,1-2 ,8.94
953,Metal Gear Solid 2: Substance,2003,KCEJ,Action Adventure;Modern,PlayStation2,1 Player,8.58
954,Rallisport Challenge,2002,DigitalIllusions,Driving;Racing;Rally / Offroad,Xbox,1-4 ,7.33
955,NHL 2002,2001,EASports,Sports;Traditional;Team;Ice Hockey;Sim;Sim,PC,1-4 ,8.45
956,Bangai-O,2001,Treasure,Action;Shooter;Scrolling,Dreamcast,1 Player,9.29
957,Icewind Dale,2000,BlackIsleStudios,Role-Playing;PC-style RPG;General;PC-style RPG;Western-Style,PC,not specified,7.6
958,Forza Motorsport 6,2015,Turn10,Driving;GT / Street;Racing;Simulation;Automobile,XboxOne,Up to 24 ,8.13
959,Donkey Kong Country Returns,2010,RetroStudios,Action;Adventure;General;Platformer;Platformer;2D;2D,Wii,No Online Multiplayer,8.56
960,Bully,2006,RockstarVancouver,Action Adventure;Modern,PlayStation2,1 Player,9.29
961,Call of Duty: Black Ops,2010,Treyarch,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,Xbox360,Up to 18 ,5.65
962,The Messenger,2018,SabotageStudio,Action;Platformer;2D,Switch,No Online Multiplayer,7.0
963,The Witness,2016,"Thekla,Inc",Miscellaneous;Puzzle;General;General;Puzzle;Puzzle;Adventure;3D;First-Person,PC,No Online Multiplayer,6.94
964,Fire Emblem Fates: Conquest,2016,IntelligentSystems,Fantasy;Strategy;Turn-Based;Tactics,3DS,No Online Multiplayer,7.54
965,TowerFall Ascension,2014,MattThorson,Action;General,PlayStation4,not specified,7.97
966,Tearaway,2013,MediaMolecule,General;Adventure;General,PlayStationVita,not specified,9.4
967,Skylanders SuperChargers,2015,VicariousVisions,Action;Platformer;3D,WiiU,not specified,6.2
968,Rocket League,2016,"Psyonix,PanicButton",Sports;Team;Soccer;Arcade,XboxOne,not specified,8.67
969,Metal Gear Solid: Portable Ops,2006,KojimaProductions,Action Adventure;Modern;General;Modern,PSP,6  Online,8.67
970,Enter the Gungeon,2017,DodgeRoll,Action;General,Switch,not specified,7.39
971,3D Sonic the Hedgehog 2,2015,M2,Action;Platformer;2D,3DS,not specified,9.08
972,Zack & Wiki: Quest for Barbaros' Treasure,2007,Capcom,Adventure;General;General,Wii,1-4 ,8.69
973,The Walking Dead: Episode 3 - Long Road Ahead,2012,TelltaleGames,Miscellaneous;Adventure;General;Compilation;Point-and-Click,PlayStation3,not specified,7.22
974,MLB 13: The Show,2013,SCEASanDiegoStudios,Sports;Traditional;Team;Baseball;Sim;Sim,PlayStation3,not specified,8.19
975,Brothers in Arms: Road to Hill 30,2005,GearboxSoftware,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,4  Online,7.01
976,MechAssault,2002,Day1Studios,Simulation;Sci-Fi;Mech,Xbox,1-8 ,8.17
977,NFL 2K2,2002,VisualConcepts,Sports;Traditional;Football;Sim,Xbox,1-4 ,6.0
978,Kohan: Immortal Sovereigns,2001,TimeGateStudios,Strategy;General;General,PC,1-8 ,10.0
979,FIFA 14,2013,EACanada,Sports;Traditional;Team;Soccer;Sim;Sim,PlayStation4,Up to 22 ,3.74
980,Animal Crossing,2002,Nintendo,Miscellaneous;Virtual Life,GameCube,1 Player,9.04
981,Hotline Miami,2013,"AbstractionGames,Dennaton",Action;Action Adventure;General;General;Linear,PlayStation3,not specified,8.25
982,BlazBlue: Continuum Shift,2010,ArcSystemWorks,Action;Fighting;Fighting;2D;2D,PlayStation3,not specified,7.38
983,Fight Night Round 4,2009,EACanada,Sports;Traditional;Individual;Boxing;Boxing;Combat;Boxing / Martial Arts,Xbox360,2  Online,6.39
984,SteamWorld Heist,2016,Image&Form,Strategy;Turn-Based;General,WiiU,not specified,9.17
985,The Legend of Zelda: Spirit Tracks,2009,Nintendo,Action Adventure;Fantasy;Fantasy;Open-World,DS,not specified,8.08
986,Dead Space 2,2011,VisceralGames,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,PC,not specified,8.51
987,DiRT 2,2009,Codemasters,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,PlayStation3,not specified,8.08
988,Raw Data,2017,Survios,Action;Shooter;First-Person;Arcade,PC,Online Multiplayer,10.0
989,Disgaea: Afternoon of Darkness,2007,NipponIchiSoftware,Strategy;Turn-Based;Fantasy;Fantasy;Tactics,PSP,No Online Multiplayer,9.56
990,Wolfenstein II: The New Colossus,2017,MachineGames,Action;Shooter;First-Person;Arcade,PlayStation4,No Online Multiplayer,6.93
991,Pokemon HeartGold Version,2010,GameFreak,Role-Playing;Console-style RPG;Console-style RPG;Trainer,DS,2 ,9.33
992,NCAA Football 07,2006,EASports,Sports;Traditional;Football;Sim,PlayStation2,2  Online,8.1
993,Dragon Age: Origins,2009,BioWare,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PlayStation3,No Online Multiplayer,8.19
994,Beyond Good & Evil,2003,UbisoftMilan,Action Adventure;Fantasy,Xbox,1 Player,8.86
995,Diablo III: Reaper of Souls,2014,BlizzardEntertainment,Action RPG;Role-Playing;Action RPG,PC,not specified,5.65
996,Little King's Story,2009,Cing,Strategy;Real-Time;Breeding/Constructing;Fantasy;General;Fantasy,Wii,No Online Multiplayer,9.16
997,Pro Evolution Soccer 2017,2016,Konami,Sports;Team;Soccer;Sim,XboxOne,not specified,7.97
998,Pro Evolution Soccer 2016,2015,Konami,Sports;Team;Soccer;Sim,PlayStation4,Up to 22 ,7.53
999,Titanfall 2,2016,RespawnEntertainment,Action;Shooter;First-Person;Arcade,XboxOne,Up to 16 ,8.4
1000,Bionic Commando Rearmed,2008,GRIN,Action;Platformer;Platformer;2D;2D,PlayStation3,4  Online,7.56
1001,Zero Escape: The Nonary Games,2017,SpikeChunsoft,Miscellaneous;Compilation,PlayStation4,No Online Multiplayer,9.67
1002,NASCAR 2005: Chase for the Cup,2004,EATiburon,Driving;Racing;Stock Car,PlayStation2,1-4 ,8.5
1003,Metal Gear Solid 2: Substance,2002,KCEJ,Action Adventure;Modern,Xbox,1 Player,8.58
1004,NBA 2K3,2002,VisualConcepts,Sports;Traditional;Basketball;Sim,Xbox,1-4 ,7.85
1005,Shogun: Total War Warlord Edition,2001,CreativeAssembly,Strategy;Turn-Based;Real-Time;Historic;Historic;General,PC,1-8 ,9.33
1006,Serious Sam: The First Encounter,2001,Croteam,Action;Shooter;Shooter;First-Person;Sci-Fi;Arcade,PC,1-16 ,8.2
1007,Grand Prix 3,2000,"HasbroInteractive,Atari",Driving;Racing;Simulation;Formula One;Formula One;Automobile,PC,1-4 ,9.0
1008,MVP Baseball 2005,2005,EASports,Sports;Traditional;Baseball;Sim,PlayStation2,2  Online,9.08
1009,Rayman Origins,2011,UBlartMontpellier,Action;Action Adventure;Adventure;General;Platformer;Fantasy;Platformer;2D;2D,PlayStation3,1-4 ,8.93
1010,MLB 12: The Show,2012,SCEASanDiegoStudios,Sports;Traditional;Team;Baseball;Sim;Sim,PlayStation3,not specified,8.03
1011,Pokemon Black Version,2011,GameFreak,Role-Playing;Console-style RPG;Console-style RPG;Trainer,DS,2 ,8.03
1012,Axiom Verge,2017,TomHapp,Action Adventure;General,Switch,No Online Multiplayer,7.52
1013,Call of Duty: United Offensive,2004,GrayMatter,Action;Shooter;Shooter;First-Person;Third-Person;Historic;Tactical;Historic;Arcade,PC,32  Online,9.12
1014,Odin Sphere Leifthrasir,2016,Vanillaware,Role-Playing;Action RPG,PlayStation4,No Online Multiplayer,8.36
1015,Wipeout HD,2008,StudioLiverpool,Driving;Racing;Arcade;Futuristic;Futuristic,PlayStation3,8  Online,8.32
1016,Divinity: Original Sin,2014,LarianStudios,Action RPG;Role-Playing;Action RPG;Western-Style,PC,2 ,8.48
1017,Company of Heroes: Opposing Fronts,2007,Relic,Strategy;Real-Time;Military;General;Military,PC,6  Online,7.96
1018,3D Out Run,2015,M2,Driving;Racing;Arcade;Automobile,3DS,not specified,9.75
1019,Destiny 2,2017,Bungie,Action;Shooter;First-Person;Arcade,XboxOne,Up to 16 ,4.47
1020,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,2013,GaijinGames,Action;Miscellaneous;Rhythm;Music;Music,Xbox360,not specified,8.56
1021,Owlboy,2018,BlitWorks,Action Adventure;General,Switch,No Online Multiplayer,7.03
1022,Psychonauts,2005,DoubleFineProductions,Action;Platformer;Platformer;3D;3D,PC,No Online Multiplayer,9.03
1023,DiRT 2,2009,Codemasters,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,Xbox360,8  Online,8.08
1024,Gears of War,2007,EpicGames,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,PC,8  Online,7.6
1025,Rayman Origins,2011,UBlartMontpellier,Action;Action Adventure;Adventure;General;Platformer;Fantasy;Platformer;2D;2D,Xbox360,1-4 ,8.93
1026,Sin & Punishment: Star Successor,2010,Treasure,Action;General;Shooter;Shooter;Rail;Rail,Wii,not specified,7.86
1027,Forza Horizon 3: Blizzard Mountain,2016,PlaygroundGames,Racing;Simulation;Automobile,XboxOne,not specified,8.33
1028,Out of the Park Baseball 4,2002,OutOfTheParkDevelopments,Sports;Traditional;Baseball;Sim,PC,not specified,9.0
1029,Super Monkey Ball,2001,AmusementVision,Miscellaneous;Party,GameCube,1-4 ,7.6
1030,Velocity,2012,FuturLab,Action;Shooter;Shooter;Scrolling;Scrolling;Shoot-'Em-Up;Vertical,PSP,not specified,
1031,Iconoclasts,2018,MP2Games,Action Adventure;Open-World,Switch,No Online Multiplayer,7.57
1032,Pinball FX 2: Star Wars Pinball,2013,ZenStudios,Action;Miscellaneous;Parlor;Pinball;Pinball,Xbox360,not specified,8.29
1033,Spelunky,2012,Mossmouth,Action;Platformer;Platformer;2D;2D,Xbox360,not specified,7.47
1034,Dark Souls II: Scholar of the First Sin,2015,FromSoftware,Role-Playing;Action RPG,PlayStation4,Up to 6 ,7.59
1035,Resistance 2,2008,InsomniacGames,Action;Shooter;Shooter;First-Person;Sci-Fi;Modern;Sci-Fi;Arcade,PlayStation3,Up to 60 ,7.49
1036,INSIDE,2016,PLAYDEAD,Action;Platformer;2D,PC,No Online Multiplayer,8.57
1037,flower,2009,ThatGameCompany,Miscellaneous;General;General,PlayStation3,1 Player,7.29
1038,Europa Universalis IV,2013,ParadoxDevelopmentStudio,Strategy;Real-Time;Historic;General;Historic,PC,Online Multiplayer,8.25
1039,Diablo III,2013,BlizzardEntertainment,Role-Playing;Action RPG;Action RPG,Xbox360,not specified,3.85
1040,Sonic Mania Plus,2018,Sega,Action;Platformer;2D,PlayStation4,2 ,9.61
1041,XCOM 2,2016,FiraxisGames,Strategy;Turn-Based;General;Tactics,XboxOne,2 ,6.61
1042,NBA 2K16,2015,VisualConcepts,Action;General;Sports;Team;Basketball;Sim,PlayStation4,Up to 10 ,5.41
1043,Pikmin 3,2013,Nintendo,Strategy;Real-Time;Fantasy;General;Fantasy,WiiU,1-2 ,9.21
1044,NHL 2004,2003,EASports,Sports;Traditional;Team;Ice Hockey;Sim;Sim,PC,1-12 ,6.72
1045,SSX Tricky,2001,EASportsBig,Sports;Alternative;Snowboarding,GameCube,1-2 ,9.27
1046,Zeus: Master of Olympus,2000,ImpressionsGames,Strategy;General;General;Management;Government,PC,1 Player,9.6
1047,Driver,1999,ReflectionsInteractive,Driving;Mission-based,PlayStation,1 Player,8.72
1048,Fight Night Round 2,2005,EASports,Sports;Traditional;Boxing,GameCube,2  Online,9.38
1049,Dark Souls II: Crown of the Ivory King,2014,NamcoBandaiGames,Role-Playing;Action RPG,PlayStation3,not specified,8.0
1050,Velocity Ultra,2013,FuturLab,Action;General;Shooter;Scrolling;Shoot-'Em-Up;Vertical,PlayStationVita,not specified,8.83
1051,Puzzle Quest: Challenge of the Warlords,2007,InfiniteInteractive,Miscellaneous;Puzzle;Puzzle;Puzzle;Matching;Matching,Xbox360,2  Online,8.44
1052,Total War: WARHAMMER II,2017,CreativeAssembly,Strategy;Real-Time;Tactics,PC,not specified,7.22
1053,Forza Horizon 3: Hot Wheels,2017,PlaygroundGames,Racing;Simulation;Automobile,XboxOne,not specified,9.67
1054,Hex: Shards of Fate,2016,"CryptozoicEntertainment,HexEntertainment",Miscellaneous;Card Battle;Strategy;Turn-Based;Card Battle,PC,Online Multiplayer,5.98
1055,World of Warcraft: Warlords of Draenor,2014,BlizzardEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy,PC,Massively Multiplayer,4.76
1056,LittleBigPlanet,2009,"SCE/WWS,MediaMolecule",Action;Platformer;Platformer;3D;2D;3D,PSP,1-4 ,8.22
1057,PixelJunk Shooter,2009,Q-Games,Action;Shooter;Shooter;Static;Static;Shoot-'Em-Up;Top-Down,PlayStation3,not specified,8.5
1058,"Warhammer 40,000: Dawn of War - Dark Crusade",2006,Relic,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,8  Online,8.72
1059,Dark Cloud 2,2003,Level5,Role-Playing;Action RPG,PlayStation2,1 Player,9.27
1060,GRID,2008,Codemasters,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,Xbox360,12  Online,7.44
1061,Tom Clancy's Splinter Cell Pandora Tomorrow,2004,UbisoftShanghai,Action Adventure;Modern,PlayStation2,1-4 ,8.79
1062,Iconoclasts,2018,"JoakimSandberg,Konjak",Action Adventure;Open-World,PC,No Online Multiplayer,7.57
1063,Kingdom Hearts II,2006,SquareEnix,Role-Playing;Action RPG,PlayStation2,1 Player,8.62
1064,Fallout 4,2015,BethesdaGameStudios,General;Role-Playing;Western-Style,PlayStation4,No Online Multiplayer,5.61
1065,NBA 2K14,2013,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,Xbox360,not specified,4.33
1066,Bayonetta,2010,NexEntertainment,Action;Action Adventure;Beat-'Em-Up;Fantasy;Beat-'Em-Up;Linear,PlayStation3,No Online Multiplayer,7.9
1067,Ratchet & Clank Future: A Crack in Time,2009,InsomniacGames,Action;Platformer;Platformer;3D;3D,PlayStation3,No Online Multiplayer,9.01
1068,ESPN NBA Basketball,2003,VisualConcepts,Sports;Traditional;Basketball;Sim,Xbox,1-8 ,8.41
1069,MotoGP 2,2003,ClimaxGroup,Driving;Racing;Motorcycle;Street,Xbox,1-16 ,8.89
