Num,Title,Year,Publisher,Genre,Platform,No_Players,Userscore,labels
178,Journey,2015,TrickyPixels,Action;Platformer;3D,PlayStation4,2 ,8.33,"beautiful,unique,simple,emotional,amazing"
179,Bloodborne,2015,FromSoftware,Fantasy;Role-Playing;Action Adventure;General;Action RPG,PlayStation4,Up to 5 ,8.75,"souls,dark,hard,new,difficult"
180,Eternal Darkness: Sanity's Requiem,2002,SiliconKnights,Action Adventure;Horror,GameCube,1 Player,8.66,"eternal,scary,old,cool,original"
181,Warcraft III: Reign of Chaos,2002,BlizzardEntertainment,Strategy;Real-Time;Fantasy;General;Fantasy,PC,not specified,8.99,"single,new,amazing,excellent,old"
182,SSX 3,2003,EACanada,Sports;Alternative;Snowboarding,GameCube,1-2 ,9.57,"huge,ssx,awesome,fantastic,big"
183,The Sims,2000,Maxis,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,1 Player,7.3,"fun,boring,sims,cool,new"
184,Banjo-Kazooie,1998,RareLtd.,Action;Platformer;3D,Nintendo64,1 Player,9.27,"amazing,n64,rare,super,banjo-kazooie"
185,Sid Meier's Gettysburg!,1997,FiraxisGames,Strategy;Real-Time;Wargame;Real-Time;General,PC,1-8 ,7.67,"civil,8-bit,old,bull"
186,Rock Band 2,2008,HarmonixMusicSystems,Action;Miscellaneous;Rhythm;Music;Music,Wii,4  Online,8.42,"new,original,huge,single,amazing"
187,Forza Motorsport,2005,MicrosoftGameStudios,Driving;Racing;GT / Street,Xbox,8  Online,8.39,"realistic,forza,microsoft,top,online"
188,Celeste,2018,MattMakesGamesInc.,Action;Platformer;2D,Switch,No Online Multiplayer,8.64,"hard,difficult,super,beautiful,easy"
189,Madden NFL 2004,2003,EATiburon,Sports;Traditional;Football;Sim,Xbox,1-4 ,8.26,"madden,new,realistic,espn,nfl"
190,Super Street Fighter IV,2010,Capcom,Action;Fighting;Fighting;3D;2D;3D,PlayStation3,Up to 8 ,8.03,"new,original,super,low,easy"
191,World Soccer Winning Eleven 7 International,2004,KCET,Sports;Traditional;Team;Soccer;Sim;Sim,PC,1-2 ,8.84,"awesome,instant,fifa,new,realistic"
192,Advance Wars,2001,IntelligentSystems,Strategy;Turn-Based;Modern,GameBoyAdvance,1-4 ,8.95,"addictive,tutorial,gba,awesome,fire"
193,Vagrant Story,2000,SquareSoft,Role-Playing;Action RPG,PlayStation,1 Player,9.03,"vagrant,new,dark,beautiful,final"
194,What Remains of Edith Finch,2017,GiantSparrow,Adventure;3D;First-Person,XboxOne,No Online Multiplayer,7.94,"unique,interactive,amazing,interesting,beautiful"
195,Team Fortress 2,2007,ValveSoftware,Action;Shooter;Shooter;First-Person;Modern;Tactical;Modern,PC,Up to 32 ,8.98,"new,free,fun,unique,amazing"
196,System Shock 2,1999,"LookingGlassStudios,IrrationalGames",Action Adventure;Sci-Fi;Sci-Fi;Survival,PC,1 Player,9.29,"vous,scary,new,rpg,future"
197,Tom Clancy's Splinter Cell: Chaos Theory,2005,UbisoftMontreal,Action Adventure;Modern;General;Modern,PC,No Online Multiplayer,8.09,"single,ubisoft,new,awesome,double"
198,Final Fantasy XII,2006,SquareEnix,Role-Playing;Console-style RPG,PlayStation2,1 Player,7.29,"final,new,ff,interesting,old"
199,Undertale,2017,tobyfox,Role-Playing;Japanese-Style,PlayStation4,not specified,8.88,"undertale,unique,amazing,new,interesting"
200,Madden NFL 2003,2002,EASports,Sports;Traditional;Football;Sim,GameCube,1-4 ,8.14,"madden,awesome,nfl,top,impossible"
201,The Witcher 3: Wild Hunt,2015,CDProjektRedStudio,Action RPG;Role-Playing;Action RPG,PlayStation4,No Online Multiplayer,9.01,"amazing,beautiful,huge,new,perfect"
202,Super Mario World: Super Mario Advance 2,2002,Nintendo,Action;Platformer;2D,GameBoyAdvance,not specified,9.44,"super,classic,original,new,nintendo"
203,ESPN NFL 2K5,2004,VisualConcepts,Sports;Traditional;Football;Sim,Xbox,1-4 ,8.84,"madden,nfl,new,realistic,espn"
204,Super Smash Bros. Melee,2001,HALLabs,Action;Fighting;3D,GameCube,1-4 ,9.08,"nintendo,super,new,fun,single"
205,Madden NFL 2003,2002,EATiburon,Sports;Traditional;Football;Sim,Xbox,1-4 ,8.14,"madden,awesome,nfl,top,impossible"
206,Rome: Total War,2004,CreativeAssembly,Strategy;Real-Time;Historic;General;Historic,PC,8  Online,8.95,"total,rome,old,amazing,new"
207,Forza Motorsport 3,2009,Turn10,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,Xbox360,Up to 8 ,8.06,"forza,new,amazing,realistic,single"
208,Okami HD,2017,Capcom,Action Adventure;General,PC,No Online Multiplayer,8.49,"beautiful,unique,japanese,new,long"
209,Undertale,2015,tobyfox,Role-Playing;General;Japanese-Style,PC,No Online Multiplayer,8.88,"undertale,unique,amazing,new,interesting"
210,Batman: Arkham Asylum,2009,RocksteadyStudios,Action Adventure;Fantasy;General;Fantasy,Xbox360,No Online Multiplayer,8.65,"batman,amazing,arkham,easy,excellent"
211,Super Mario Sunshine,2002,Nintendo,Action;Platformer;3D,GameCube,1 Player,8.34,"super,new,fun,favorite,amazing"
212,SSX 3,2003,EACanada,Sports;Alternative;Snowboarding,Xbox,1-2 ,9.57,"huge,ssx,awesome,fantastic,big"
213,SoulCalibur II,2003,Namco,Action;Fighting;3D,Xbox,1-2 ,9.04,"new,awesome,fantastic,excellent,original"
214,Tony Hawk's Pro Skater,1999,NeversoftEntertainment,Sports;Alternative;Skateboarding,PlayStation,1-2 ,8.0,"tony,pro,new,impossible,extreme-sport"
215,Thief: The Dark Project,1998,LookingGlassStudios,Action Adventure;Fantasy;General;Fantasy,PC,1 Player,9.57,"thief,new,dark,incredible,favorite"
216,Fire Emblem: Awakening,2013,IntelligentSystems,Strategy;Turn-Based;Fantasy;Fantasy;Tactics,3DS,No Online Multiplayer,9.17,"new,hard,amazing,casual,favorite"
217,Age of Empires II: The Age of Kings,1999,EnsembleStudios,Strategy;Real-Time;Historic;Historic;Command,PC,No Online Multiplayer,8.49,"old,new,easy,awesome,classic"
218,Final Fantasy X,2001,SquareSoft,Role-Playing;Console-style RPG,PlayStation2,1 Player,8.56,"final,amazing,sphere,new,ff"
219,Prince of Persia: The Sands of Time,2003,Ubisoft,Action Adventure;Fantasy,GameCube,1 Player,8.37,"amazing,fun,awesome,easy,new"
220,The Walking Dead: A Telltale Games Series,2012,TelltaleGames,Miscellaneous;Adventure;Compilation;Compilation;Point-and-Click,Xbox360,not specified,8.23,"interactive,emotional,telltale,comic,amazing"
221,Unreal Tournament (1999),1999,EpicGames,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,1-32 ,9.77,"unreal,easy,awesome,fps,perfect"
222,Sid Meier's Alpha Centauri,1999,FiraxisGames,Strategy;Turn-Based;Sci-Fi;Sci-Fi;4X,PC,not specified,9.87,"old,new,late,rich,turn-based"
223,Wave Race 64,1996,Nintendo,Driving;Racing;Snow / Water,Nintendo64,1-2 ,8.93,"n64,nintendo,blue,amazing,difficult"
224,Galactic Civilizations II: Twilight of the Arnor,2008,Stardock,Strategy;Turn-Based;Sci-Fi;Sci-Fi;4X,PC,1 Player,7.21,"new,easy,huge,big,unique"
225,Super Smash Bros. for Wii U,2014,BandaiNamcoGames,Action;Fighting;Fighting;3D;2D;2D;3D,WiiU,Up to 4 ,9.17,"new,smash,super,u,classic"
226,Guitar Hero II,2006,HarmonixMusicSystems,Miscellaneous;Rhythm;Music,PlayStation2,1-2 ,8.91,"new,easy,hard,original,big"
227,Into the Breach,2018,SubsetGames,Strategy;Turn-Based;Tactics,Switch,No Online Multiplayer,8.72,"simple,easy,tactical,turn-based,hard"
228,Final Fantasy VII,1997,SquareSoft,Role-Playing;Console-style RPG,PlayStation,1 Player,9.13,"final,perfect,favorite,awesome,amazing"
229,Rock Band,2007,HarmonixMusicSystems,Action;Miscellaneous;Rhythm;Music;Music,PlayStation3,4  Online,8.13,"fun,amazing,new,old,awesome"
230,Chrono Trigger,2008,TOSE,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,DS,No Online Multiplayer,9.09,"new,original,chrono,top,old"
231,Bayonetta 2,2018,Nintendo,Action Adventure;Linear,Switch,No Online Multiplayer,9.36,"u,amazing,original,new,nintendo"
232,Journey,2012,ThatGameCompany,Action;Adventure;General;Platformer;Platformer;3D;3D,PlayStation3,not specified,8.33,"beautiful,unique,simple,emotional,amazing"
233,Xenoblade Chronicles,2012,MonolithSoft,Role-Playing;Action RPG;Console-style RPG;Action RPG,Wii,No Online Multiplayer,9.18,"awesome,beautiful,amazing,huge,unique"
234,Conker's Bad Fur Day,2001,RareLtd.,Action;Platformer;3D,Nintendo64,not specified,9.32,"funny,n64,rare,hilarious,favorite"
235,Medal of Honor,1999,DreamworksInteractive,Action;Shooter;First-Person;Historic,PlayStation,1-2 ,8.64,"fps,excellent,nazi,honor,equal"
236,PaRappa the Rapper,1997,NanaOn-Sha,Miscellaneous;Rhythm;Music,PlayStation,1 Player,6.94,"rhythm,unique,fun,hard,funny"
237,Rock Band 2,2008,HarmonixMusicSystems,Action;Miscellaneous;Rhythm;Music;Music,Xbox360,1-4 ,8.42,"new,original,huge,single,amazing"
238,Mario Kart 8 Deluxe,2017,Nintendo,Other;Racing;Arcade;Automobile,Switch,Up to 12 ,8.47,"new,u,original,mario,nintendo"
239,INSIDE,2018,PLAYDEAD,Action;Platformer;2D,Switch,No Online Multiplayer,8.57,"beautiful,unique,simple,easy,long"
240,The ICO & Shadow of the Colossus Collection,2011,BluepointGames,Miscellaneous;Action Adventure;Fantasy;Compilation;Compilation,PlayStation3,1 Player,8.29,"amazing,beautiful,old,big,new"
241,Rayman Origins,2011,UBlartMontpellier,Action;Action Adventure;Platformer;Fantasy;Platformer;2D;2D,Wii,1-4 ,8.93,"rayman,beautiful,new,fun,fantastic"
242,Metroid Prime 2: Echoes,2004,RetroStudios,Action;Shooter;First-Person;Sci-Fi,GameCube,1-4 ,9.02,"prime,metroid,dark,hard,new"
243,Out of the Park Baseball 17,2016,OutOfTheParkDevelopments,Sports;Baseball;Sim;Team,PC,not specified,7.8,"new,minor,historical,ootp,fictional"
244,Metroid Fusion,2002,Nintendo,Action Adventure;Sci-Fi,GameBoyAdvance,1 Player,8.96,"metroid,hard,linear,new,amazing"
245,The Witcher 3: Wild Hunt - Blood and Wine,2016,CDProjektRedStudio,Role-Playing;Action RPG,PC,not specified,9.52,"new,beautiful,wild,amazing,big"
246,Final Fantasy VI Advance,2007,TOSE,Role-Playing;Console-style RPG,GameBoyAdvance,1-2 ,9.74,"final,original,human,perfect,new"
247,Rayman Legends,2013,UbisoftMontpellier,Action;Platformer;Platformer;2D;2D,WiiU,No Online Multiplayer,8.95,"rayman,new,beautiful,perfect,awesome"
248,Tiger Woods PGA Tour 2003,2002,Headgate,Sports;Traditional;Individual;Golf;Sim;Sim,PC,1-8 ,9.0,"awesome,easy,cool,addictive,incredible"
249,Madden NFL 2005,2004,EATiburon,Sports;Traditional;Football;Sim,Xbox,2  Online,7.74,"madden,new,easy,realistic,amazing"
250,Super Street Fighter IV,2010,Capcom,Action;Fighting;Fighting;3D;2D;3D,Xbox360,Up to 8 ,8.03,"new,original,super,low,easy"
251,Pac-Man Championship Edition DX,2010,NamcoBandaiGames,Adventure;General;Action;General;General;Arcade,PlayStation3,not specified,8.81,"pac-man,new,original,old,classic"
252,Rock Band 2,2008,HarmonixMusicSystems,Action;Miscellaneous;Rhythm;Music;Music,PlayStation3,4  Online,8.42,"new,original,huge,single,amazing"
253,Dark Souls II,2014,FromSoftware,Action RPG;Role-Playing;Action RPG,Xbox360,Up to 4 ,7.14,"dark,souls,new,hard,easy"
254,Dishonored,2012,ArkaneStudios,Action Adventure;Modern;General;Modern,PC,No Online Multiplayer,8.05,"new,interesting,unique,hard,dishonored"
255,ESPN NFL Football,2003,VisualConcepts,Sports;Traditional;Football;Sim,PlayStation2,1-16 ,9.22,"madden,espn,nfl,realistic,easy"
256,Medal of Honor: Allied Assault,2002,2015,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,not specified,8.11,"realistic,modern,allied,single,late"
257,Myth: The Fallen Lords,1997,"BungieSoftware,Bungie",Strategy;Real-Time;Fantasy;General;Fantasy,PC,1-16 ,9.6,"fun,old,hard,simple,easy"
258,LittleBigPlanet 2,2011,MediaMolecule,Action;Platformer;Platformer;3D;2D;3D,PlayStation3,4  Online,8.93,"new,big,amazing,creative,fun"
259,Guitar Hero,2005,HarmonixMusicSystems,Miscellaneous;Rhythm;Music,PlayStation2,1-2 ,9.13,"awesome,fun,new,hard,addictive"
260,World of Warcraft: Wrath of the Lich King,2008,BlizzardEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,Massively Multiplayer,6.51,"new,lich,easy,fun,old"
261,Rock Band 3,2010,BackboneEntertainment,Action;Miscellaneous;Rhythm;Music;Music,Wii,not specified,8.47,"pro,new,old,easy,available"
262,Metroid Prime Trilogy,2009,RetroStudios,Action;Miscellaneous;Shooter;Compilation;Compilation;First-Person;Sci-Fi,Wii,No Online Multiplayer,9.23,"prime,metroid,new,original,worth"
263,Overwatch,2016,BlizzardEntertainment,General;Action;Shooter;First-Person;Tactical,PC,Up to 12 ,6.2,"new,competitive,fun,free,unique"
264,F1 Challenge '99-'02,2003,ElectronicArts,Driving;Racing;Formula One;Formula One,PC,1-8 ,9.33,"f1,amazing,fantastic,ea,willing"
265,Tony Hawk's Pro Skater 4,2002,NeversoftEntertainment,Sports;Alternative;Skateboarding,GameCube,1-8 ,8.94,"u,tony,huge,pro,awesome"
266,Madden NFL 2001,2000,EASports,Sports;Traditional;Football;Sim,PlayStation2,1-8 ,10.0,"incredible,new"
267,Baldur's Gate,1998,BioWare,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,Online Multiplayer,8.71,"hard,old,modern,interesting,new"
268,Bayonetta 2,2014,PlatinumGames,Action Adventure;Fantasy;Fantasy;Linear,WiiU,No Online Multiplayer,9.36,"u,amazing,original,new,nintendo"
269,The Witcher 3: Wild Hunt,2015,CDProjektRedStudio,Action RPG;Role-Playing;Action RPG,XboxOne,No Online Multiplayer,9.01,"amazing,beautiful,huge,new,perfect"
270,Rock Band 3,2010,HarmonixMusicSystems,Action;Miscellaneous;Rhythm;Music;Music,PlayStation3,not specified,8.47,"pro,new,old,easy,available"
271,Klonoa 2: Lunatea's Veil,2001,Namco,Action;Platformer;3D,PlayStation2,1 Player,9.59,"underrated,addictive,perfect,platformer,crazy"
272,IL-2 Sturmovik,2001,"1C,1CCompany",Simulation;Flight;WWII;WWII;Combat,PC,1-32 ,8.5,"boring,beautiful,superb,top,просто"
273,Mario Tennis,2000,CamelotSoftwarePlanning,Sports;Traditional;Tennis,Nintendo64,not specified,8.56,"nintendo,n64,amazing,fantastic,easy"
274,FreeSpace 2,1999,VolitionInc.,Simulation;Sci-Fi;Space;Small Spaceship;Small Spaceship;Combat,PC,1-8 ,9.32,"new,normal,perfect,old,amazing"
275,Colony Wars,1997,Psygnosis,Simulation;Sci-Fi;Small Spaceship,PlayStation,1 Player,10.0,"underrated,top,like,charm,obscure"
276,Metal Gear Solid V: The Phantom Pain,2015,KojimaProductions,Action Adventure;Modern;Open-World,PC,Up to 16 ,8.02,"solid,big,gear,new,perfect"
277,Ratchet & Clank: Up Your Arsenal,2004,InsomniacGames,Action;Platformer;3D,PlayStation2,8  Online,9.5,"new,perfect,awesome,second,old"
278,Resident Evil,2002,Capcom,Action Adventure;Horror,GameCube,1 Player,9.13,"resident,survival,original,scary,evil"
279,FIFA Soccer 10,2009,EASports,Sports;Traditional;Team;Soccer;Sim;Sim,PlayStation3,not specified,7.03,"fifa,easy,pro,realistic,virtual"
280,Assassin's Creed II,2009,UbisoftMontreal,Action Adventure;Historic;Historic;Open-World,PlayStation3,No Online Multiplayer,8.31,"original,new,ubisoft,amazing,interesting"
281,Metal Gear Solid 3: Snake Eater,2004,KCEJ,Action Adventure;Modern,PlayStation2,1 Player,9.03,"solid,big,amazing,new,gear"
282,Twisted Metal: Black,2001,IncognitoInc.,Driving;Car Combat,PlayStation2,1-4 ,8.2,"twisted,dark,awesome,cool,old"
283,Spyro: Year of the Dragon,2000,InsomniacGames,Action;Platformer;3D,PlayStation,1 Player,9.19,"spyro,new,playable,fun,unique"
284,Tomb Raider,1996,CoreDesignLtd.,Action Adventure;Modern,PlayStation,1 Player,8.26,"uncharted,new,tomb,old,lara"
285,Overwatch,2016,BlizzardEntertainment,Action;Shooter;First-Person;Tactical,XboxOne,Up to 12 ,6.2,"new,competitive,fun,free,unique"
286,Resident Evil 4: Wii Edition,2007,Capcom,Action Adventure;Horror;Horror;Survival,Wii,No Online Multiplayer,8.97,"wii,resident,evil,easy,new"
287,Shadow of the Colossus,2005,SCEJapanStudio,Action Adventure;Fantasy,PlayStation2,1 Player,8.15,"beautiful,original,amazing,unique,new"
288,Forza Horizon 3,2016,PlaygroundGames,Racing;Simulation;Automobile,XboxOne,Up to 12 ,7.81,"forza,beautiful,new,amazing,big"
289,Peggle,2009,PopCap,Miscellaneous;Puzzle;Action;Puzzle;Puzzle;Action,PlayStation3,not specified,7.12,"addictive,simple,long,boring,live"
290,The Legend of Zelda: Ocarina of Time / Master Quest,2003,Nintendo,Action Adventure;Fantasy,GameCube,1 Player,9.67,"hard,n64,new,original,wrong"
291,Borderlands 2,2012,GearboxSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PlayStation3,Up to 4 ,8.14,"new,original,big,funny,awesome"
292,Tom Clancy's Splinter Cell,2003,UbisoftMontreal,Action Adventure;Modern;General;Modern,PC,No Online Multiplayer,8.34,"linear,awesome,solid,original,realistic"
293,Kentucky Route Zero - Act III,2014,CardboardComputer,Adventure;General,PC,not specified,8.33,"new,amazing,worth,musical,third"
294,NCAA Football 2003,2002,EASports,Sports;Traditional;Football;Sim,PlayStation2,1-8 ,8.42,"awesome,perfect,madden,disc,dynasty"
295,Crysis,2007,Crytek,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,No Online Multiplayer,7.47,"amazing,new,awesome,low,fun"
296,Ninja Gaiden,2004,TeamNinja,Action Adventure;Fantasy,Xbox,1 Player,8.5,"hard,ninja,difficult,new,easy"
297,God of War: Chains of Olympus,2008,ReadyatDawn,Action Adventure;Fantasy;Fantasy;Linear,PSP,No Online Multiplayer,8.54,"psp,easy,excellent,portable,amazing"
298,DOA2: Hardcore,2000,TeamNinja,Action;Fighting;3D,PlayStation2,1-4 ,7.68,"fighting,alive,virtual,realistic,new"
299,World of Warcraft: The Burning Crusade,2007,BlizzardEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,Massively Multiplayer,6.98,"new,original,big,old,hard"
300,MLB 10: The Show,2010,SCEA,Sports;Traditional;Team;Baseball;Sim;Sim,PlayStation3,not specified,8.1,"x-box,big,boring,mlb,late"
301,Shadow of the Colossus,2018,"BluepointGames,SCEJapanStudio",Action Adventure;General,PlayStation4,No Online Multiplayer,8.15,"beautiful,original,amazing,unique,new"
302,Yoshi's Island: Super Mario Advance 3,2002,Nintendo,Action;Platformer;2D,GameBoyAdvance,1-4 ,9.71,"super,excellent,favorite,favourite,fun"
303,The Witcher 3: Wild Hunt - Blood and Wine,2016,CDProjektRedStudio,Role-Playing;Action RPG,PlayStation4,not specified,9.52,"new,beautiful,wild,amazing,big"
304,Tiger Woods PGA Tour 2005,2004,Headgate,Sports;Traditional;Individual;Golf;Sim;Sim,PC,1-8 ,9.11,"easy,boring,addictive,new,awesome"
305,ESPN NFL Football,2003,VisualConcepts,Sports;Traditional;Football;Sim,Xbox,1-4 ,9.22,"madden,espn,nfl,realistic,easy"
306,NCAA Football 2003,2002,EASports,Sports;Traditional;Football;Sim,GameCube,1-2 ,8.42,"awesome,perfect,madden,disc,dynasty"
307,The Longest Journey,2000,Funcom,Adventure;Third-Person;Point-and-Click;Fantasy;Fantasy,PC,1 Player,8.33,"long,amazing,big,slow,old"
308,Tony Hawk's Pro Skater 2,2000,NeversoftEntertainment,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,PC,1-4 ,8.12,"tony,pro,awesome,hard,new"
309,Star Wars Jedi Knight: Dark Forces II,1997,LucasArts,Action;Shooter;Shooter;First-Person;Sci-Fi;Arcade,PC,1-32 ,9.28,"old,classic,single,deep,universe"
310,Batman: Arkham Asylum,2009,RocksteadyStudios,Action Adventure;Fantasy;General;Fantasy,PC,No Online Multiplayer,8.65,"batman,amazing,arkham,easy,excellent"
311,Halo: Reach,2010,Bungie,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,1-4 ,8.24,"new,single,noble,awesome,big"
312,Galactic Civilizations II: Dark Avatar,2007,Stardock,Strategy;Turn-Based;Sci-Fi;Sci-Fi;4X,PC,1 Player,8.5,"new,favorite,original,boring,art"
313,Mass Effect,2007,BioWare,Role-Playing;Action RPG;Console-style RPG;Japanese-Style;Western-Style,Xbox360,No Online Multiplayer,8.38,"amazing,sci-fi,new,excellent,old"
314,The Operative: No One Lives Forever,2000,MonolithProductions,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,1-16 ,9.17,"funny,old,fantastic,perfect,boring"
315,Forza Motorsport 4,2011,Turn10,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,Xbox360,not specified,8.89,"forza,new,amazing,racing,top"
316,Resident Evil,1996,Capcom,Action Adventure;Horror,PlayStation,1 Player,9.13,"resident,survival,original,scary,evil"
317,Battlefield 2,2005,DigitalIllusions,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,64  Online,7.85,"new,old,online,fun,huge"
318,God of War Collection,2009,BluepointGames,Miscellaneous;Action Adventure;Fantasy;Compilation;Compilation,PlayStation3,No Online Multiplayer,8.44,"awesome,hard,original,ps2,cool"
319,Celeste,2018,MattMakesGamesInc.,Action;Platformer;2D,PlayStation4,No Online Multiplayer,8.64,"hard,difficult,super,beautiful,easy"
320,Madden NFL 2005,2004,EATiburon,Sports;Traditional;Football;Sim,PlayStation2,2  Online,7.74,"madden,new,easy,realistic,amazing"
321,Tony Hawk's Pro Skater 3,2001,NeversoftEntertainment,Sports;Alternative;Skateboarding,GameCube,not specified,8.17,"new,tony,pro,awesome,fantastic"
