Title,Userscore
Full Spectrum Warrior,8.0
The Council - Episode 1: The Mad Ones,
Duke Nukem 3D,8.88
Mega Man Anniversary Collection,9.14
Pro Evolution Soccer 2008,8.17
Baten Kaitos: Eternal Wings and the Lost Ocean,
The Banner Saga 1,
Tetris,9.0
Gunman Clive 2,
Renegade Ops,8.33
Darwinia+,
The Darkness II,
Dragon Age: Origins - Awakening,6.86
AI War: Fleet Command,
Final Fantasy Crystal Chronicles,
NFL Street,7.62
The King of Fighters EX2: Howling Blood,
Freedom Fighters,8.19
Wakeboarding Unleashed Featuring Shaun Murray,8.89
NBA Live 2003,8.55
Colin McRae Rally 2.0,9.73
Capcom vs. SNK,
Starcraft 64,
Final Fantasy Anthology,
Luftrausers,7.88
The Elder Scrolls III: Tribunal,
Trials Fusion,4.65
Elite: Dangerous,
Pure,7.56
South Park: The Fractured But Whole,5.79
IL-2 Sturmovik: Birds of Prey,8.8
God of War: Ascension,
Tiger Woods PGA Tour 07,7.25
Lumines Remastered,9.14
Life is Strange: Episode 3 - Chaos Theory,9.31
Life is Strange: Before the Storm - Farewell,
Darkstalkers Resurrection,8.0
The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,
Buzz! Quiz TV,
Mega Man X Legacy Collection 1 + 2,
Faeria,
Goodbye Deponia,
Tekken 6,8.87
Game of Thrones: Episode One - Iron From Ice,
Naruto Shippuden: Ultimate Ninja Storm 4,
LEGO Dimensions,8.83
Borderlands: The Handsome Collection,8.08
NCAA Football 10,6.14
Read Only Memories,
PixelJunk Eden,
The Sly Collection,8.6
Super Street Fighter IV: Arcade Edition,7.31
SWAT 4: The Stetchkov Syndicate,
Darkwood,
Dropsy,
Company of Heroes 2: The British Forces,
WWE SmackDown! vs. Raw,
Ground Control II: Operation Exodus,
Pokemon White Version 2,
Shin Megami Tensei: Strange Journey,
NBA Live 2004,7.59
NHL 2003,
MLB Slugfest 20-03,
MDK 2: Armageddon,
Jarrett & Labonte Stock Car Racing,
Fur Fighters,
Skate 3,
Tiger Woods PGA Tour 12: The Masters,6.0
Puppeteer,
Tomb Raider: Legend,7.23
Madden NFL 19,3.47
Under Night In-Birth Exe:Late,
Brutal Legend,8.14
Tomb Raider: Underworld,
The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,6.13
Titan Quest: Immortal Throne,
Peter Jackson's King Kong: The Official Game of the Movie,7.9
Prison Architect,
La-Mulana (Remake),
X-Men Legends II: Rise of Apocalypse,7.81
NFL Blitz,
The End Is Nigh,8.2
Ironcast,
Wonder Boy: The Dragon's Trap,
SpellForce 2: Shadow Wars,
Fritz 8 Deluxe,
Trine,7.82
Dishonored: Definitive Edition,
Etrian Odyssey V: Beyond the Myth,
Sleeping Dogs,8.02
Lumines Supernova,
Dragon's Crown Pro,
Test Drive Unlimited,8.21
FIFA Soccer 06,
Hoyle Majestic Chess,
MLB 15: The Show,
Dishonored: The Knife of Dunwall,
The Walking Dead: 400 Days,
NBA 2K7,7.62
Company of Heroes 2,
RiME,7.57
Natural Selection 2,
Red Steel 2,
Crash Bandicoot N. Sane Trilogy,
Ninjatown,
MotoGP '06,
Runbow,9.38
Octahedron,
Style Savvy: Styling Star,
The Legend of Heroes: Trails of Cold Steel,9.17
BioShock: The Collection,8.78
Samorost 3,
Game of Thrones: Episode Six - The Ice Dragon,
The Walking Dead: Season Two Episode 3 - In Harm's Way,8.13
The Sims 3: Into the Future,
Borderlands 2: Captain Scarlett and Her Pirate's Booty,7.0
Wii Fit Plus,
LEGO Star Wars: The Complete Saga,8.82
FATE,
Karaoke Revolution,9.57
Ultimate Brain Games,
Disney's Lilo & Stitch,
2002 FIFA World Cup,
Asheron's Call Dark Majesty,
Mat Hoffman's Pro BMX,
Gran Turismo 5 Prologue,
Monster Hunter Generations Ultimate,
MX vs. ATV Unleashed,
NHL 14,4.57
Fable III,
Danganronpa: Trigger Happy Havoc,8.07
Skylanders Giants,
Tales From The Borderlands: Episode 1 - Zer0 Sum,8.25
Call of Duty: Black Ops,5.65
Mega Man Legacy Collection,8.62
Dragonshard,
Icewind Dale: Enhanced Edition,
Gravity Rush 2,
Far Cry 4,7.67
Castlevania: The Dracula X Chronicles,
Rogue Aces,
Super Time Force Ultra,
Day of Defeat: Source,
Battlefield 2142,
Karaoke Revolution Party,
Super Mega Baseball: Extra Innings,
Skylanders Giants,
EA Sports Active More Workouts,
LEGO Rock Band,
A Boy and His Blob,
World of Tanks,
Vampire: The Masquerade - Bloodlines,
Score Rush Extended,
Star Wars: Battlefront,7.84
MX Unleashed,9.0
Kelly Slater's Pro Surfer,
NHL 2K2,
Fire Pro Wrestling,
Spider-Man,8.78
Pilotwings 64,
Need for Speed: Rivals,
"Warhammer 40,000: Dawn of War II - Retribution",
Zero D Beat Drop,
Shin Megami Tensei: Strange Journey Redux,
NHL 16,
Hand of Fate,
ZEN Pinball,
Dead Rising 2,
Ghost 1.0,
Virtua Tennis 3,
Bit.Trip Beat,
Pro Evolution Soccer 2012,
Donkey Kong Country 2,
Cloning Clyde,
Aaero,
Magic: Duels of the Planeswalkers 2014,6.0
Pokemon Conquest,
Street Fighter: 30th Anniversary Collection,6.0
Grand Theft Auto Online,
Counter-Strike: Global Offensive,6.94
NBA Live 06,
Panzer Corps,
Virtua Tennis 3,
Trauma Center: Second Opinion,
Grim Fandango Remastered,7.21
Battlefield 2: Modern Combat,
Dragon's Dogma: Dark Arisen,7.48
Double Fine Happy Action Theater,
Tooth and Tail,
FIFA Soccer 06,
Men of War,
SSX On Tour,7.73
Fallen Enchantress: Legendary Heroes,
Medal of Honor Frontline,8.48
Call of Duty 3,6.65
Dragon's Dogma: Dark Arisen,7.48
Danganronpa V3: Killing Harmony,8.14
Star Wars Pinball: Heroes Within,
Metal Gear Rising: Revengeance,7.59
The Walking Dead: Episode 4 - Around Every Corner,8.29
Tales of Monkey Island Chapter 4: The Trial and Execution of Guybrush Threepwood,
Penny Arcade Adventures: Episode Two,
ESPN College Hoops,8.5
Splashdown: Rides Gone Wild,
MotoGP 3,
All-Star Baseball 2004,
War of the Monsters,
Incredible Crisis,
Time Commando,
Tiger Woods PGA Tour 08,8.5
Dragon Age: Origins - Awakening,6.86
Metro: Last Light,8.31
SoulCalibur: Broken Destiny,
Lufia: Curse of the Sinistrals,
Links 2004,
Ultimate Marvel vs. Capcom 3,6.86
The Sims 4: Cats & Dogs,
Wasteland 2: Director's Cut,
Sins of a Solar Empire: Entrenchment,
FIFA Soccer 09 All-Play,
Spider-Man 2,8.44
Lock's Quest,
The Last Story,
F1 2012,7.48
Nidhogg 2,
The Turing Test,
BOXBOY!,
WWE SmackDown vs. Raw 2007,7.12
LEGO City Undercover,
Luftrausers,7.88
The Adventure Pals,
The Walking Dead: Season Two Episode 2 - A House Divided,7.86
Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,
Stealth Bastard Deluxe,
Kingdoms of Amalur: Reckoning,7.5
Space Invaders Infinity Gene,
Tom Clancy's Ghost Recon Advanced Warfighter,8.1
Rock Band,8.13
LEGO Batman: The Videogame,
LEGO Indiana Jones: The Original Adventures,
Valkyrie Profile: Lenneth,
MLB Power Pros,8.18
Kirby: Triple Deluxe,
Stacking,8.0
Snoopy Flying Ace,
The Darkness,8.03
Age of Wonders III,
Life is Strange: Episode 3 - Chaos Theory,9.31
Magic: The Gathering - Duels of the Planeswalkers 2013,
Rocksmith,
The Legend of Heroes: Trails in the Sky SC,
FIFA Soccer 06,
inFamous: Second Son,
Guitar Hero Live,4.96
Tom Clancy's The Division,
Proteus,
Hot Shots Tennis: Get a Grip,
Life is Strange: Before the Storm - Episode 1: Awake,
Candle,
Hitman: Contracts,
Medal of Honor Infiltrator,
Rock 'N Roll Racing,
Pro Race Driver,8.33
James Bond 007: NightFire,
Robin Hood: The Legend of Sherwood,
Kelly Slater's Pro Surfer,
Soldier of Fortune II: Double Helix,
World Rally Championship,
Baseball Advance,
Max Payne,8.94
Oddworld: Munch's Oddysee,
RollerCoaster Tycoon: Loopy Landscapes,
Madden NFL 15,6.01
Ys: The Oath in Felghana,
1979 Revolution: Black Friday,
The Awesome Adventures of Captain Spirit,
Space Invaders Infinity Gene,
Toki Tori,
UEFA EURO 2008,
Beaterator,
Ys Seven,
Lunar: Silver Star Harmony,
Atelier Rorona Plus: The Alchemist of Arland,
Alan Wake: The Writer,
Pinball FX2 VR,
RoboBlitz,
Lazy Raiders,
The Bigs 2,
A Way Out,
Cities: Skylines - Natural Disasters,
The Evil Within: The Assignment,
Wargame: AirLand Battle,
Football Manager 2015,
Tom Clancy's The Division,
TrackMania United,
The Suffering,
Pac-Man Championship Edition 2 Plus,
MLB,
Pro Evolution Soccer 2014,
Dead or Alive 5 Plus,
Gish,
Downwell,6.9
Axiom Verge,7.52
Dark Souls II: Crown of the Sunken King,6.78
LEGO Star Wars: The Complete Saga,8.82
Rabi-Ribi,
Batman: The Enemy Within - The Telltale Series,
The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,
NBA Live 10,7.0
Battlefield 2: Modern Combat,
Driver: San Francisco,8.68
Geometry Wars: Galaxies,
Wii Fit,
King's Quest Chapter 1: A Knight to Remember,7.45
Stealth Inc: A Clone in the Dark,
Hatsune Miku: Project Mirai DX,
Nobunaga's Ambition: Sphere of Influence,
The Corporate Machine,
Bit.Trip Core,
Game of Thrones: Episode Four - Sons of Winter,
Dungeons & Dragons: Chronicles of Mystara,5.93
Sonic's Ultimate Genesis Collection,
Final Fantasy Crystal Chronicles: My Life as a King,
Elite: Dangerous,
Need for Speed Most Wanted,9.1
NCAA March Madness 2005,
Disciples II: Rise of the Elves,
Amped 2,
Def Jam Vendetta,8.0
Capcom vs. SNK 2 EO,
MechCommander 2,
Dark Cloud,
Waterloo: Napoleon's Last Battle,
Vanishing Point,
Chessmaster 8000,
Circle of Blood,
Gravity Rush Remastered,
Mega Man X Legacy Collection 1 + 2,
Youropa,
BioShock Infinite: Burial at Sea - Episode Two,7.58
The Walking Dead: Season Two Episode 1 - All That Remains,
S.T.A.L.K.E.R.: Call of Pripyat,
The Walking Dead: Season Two - A Telltale Games Series,
FLY'N,
Karaoke Revolution Party,
Yourself!Fitness,
Total War: Attila,
Battle Chasers: Nightwar,7.67
The Wolf Among Us,
Kirby & the Amazing Mirror,
Tiger Woods PGA Tour 12: The Masters,6.0
LEGO Star Wars: The Complete Saga,8.82
EVERYTHING,
Naruto: The Broken Bond,
Nancy Drew: Secret of the Old Clock,
The Banner Saga 3,6.67
VVVVVV,7.57
TowerFall Ascension,7.97
ArcheAge,
Worms: Open Warfare 2,9.43
Resident Evil: Revelations,8.83
Call of Duty: WWII,
SMITE,7.85
Thomas Was Alone,
World of Tanks,
Pushmo World,
CAPSIZED,
Skate 3,
Pro Evolution Soccer 2019,
Enslaved: Odyssey to the West,8.21
FlatOut: Ultimate Carnage,
Layers of Fear: Legacy,
Middle-earth: Shadow of War,4.42
Zero Escape: Zero Time Dilemma,7.67
Tales of Berseria,
World of Van Helsing: Deathtrap,
BADLAND: Game of the Year Edition,
Ziggurat,
Hitman: Sniper Challenge,
Sonic CD,8.47
Microsoft Flight Simulator X,
Metal Gear Acid 2,
Myst V: End of Ages,
Star Ocean: Till the End of Time,
Railroad Tycoon 3,
Otogi: Myth of Demons,
Sega Soccer Slam,8.0
World of Outlaws: Sprint Cars 2002,
Wave Race: Blue Storm,
Phantasy Star Online Ver. 2,
Hostile Waters: Antaeus Rising,
Crazy Taxi,
Forza Motorsport 5,
Dustforce,
Hitman: Absolution,6.84
WWE SmackDown vs. Raw 2009,
Skylanders Imaginators,
Empire Earth II,
LocoRoco 2 Remastered,
Wolfenstein: The New Order,7.82
Fallout 3: Point Lookout,8.47
Fractured Space,
Resident Evil 5: Lost in Nightmares,7.29
Test Drive Unlimited,8.21
Yakuza 3,
Chess Ultra,
Kameo: Elements of Power,
FIFA Soccer,
NBA Jam,
The Magic Circle,
The King of Fighters XIII,
Rock Band Unplugged,
The Path,
The Pinball of the Dead,
Metroid: Other M,
Shin Megami Tensei: Devil Survivor 2,
Dungeon of the Endless,
Sesame Street: Once Upon a Monster,
Revenge of the Titans,
Bookworm Adventures: Volume 2,
R-Type Final,
Hunter: The Reckoning,
F1 2001,6.33
Tokyo Xtreme Racer 2,
Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,
Street Fighter X Tekken,4.6
Gears of War 2: All Fronts Collection,
Brothers in Arms: Hell's Highway,
Banjo-Kazooie: Nuts & Bolts,
Slayaway Camp: Butcher's Cut,
Detention,8.0
Space Invaders Extreme,9.0
The Metronomicon: Slay the Dance Floor,
SOMA,8.81
Star Wars: Empire at War,
The Bigs,
EA Sports MMA,
A Way Out,
A Hat in Time,
Scribblenauts,
Europa Universalis: Rome - Vae Victis,
NHL 07,
The Walking Dead: Episode 1 - A New Day,7.83
GoNNER,
Life is Strange: Before the Storm - Episode 2: Brave New World,
Sonic Colors,
Silent Hunter: Wolves of the Pacific,
Dead or Alive: Dimensions,
For the King,
Rock Band 4,
Dishonored: The Knife of Dunwall,
Need for Speed: Most Wanted - A Criterion Game,5.0
Battlefield 3: Armored Kill,7.38
Lost Planet: Extreme Condition,
1701 A.D.,
Stasis,
Otogi 2: Immortal Warriors,
Chime,
Pro Evolution Soccer 2009,9.0
Return to Mysterious Island,
Rubik's Puzzle Galaxy: RUSH,
Smuggler's Run,
Puzzle Dimension,
Eternal Sonata,7.93
Mega Man Legacy Collection + Mega Man Legacy Collection 2,
NCAA Football 07,8.1
Red Faction II,8.2
Baldur's Gate: Dark Alliance,8.51
NHL 2003,
NFL Fever 2002,
Kohan: Ahriman's Gift,
Pac-Man Collection,
Emperor: Battle for Dune,
Rowan's Battle of Britain,
echochrome,8.0
Splasher,8.5
Steredenn,
The Evil Within,
Cart Life,
Mega Man 10,8.5
Sword of the Stars: Born of Blood,
Gun,
Sonic's Ultimate Genesis Collection,
SoulCalibur,9.57
Counter-Strike: Global Offensive,6.94
X-Men Legends,8.88
Worms Reloaded,
Warhammer: End Times - Vermintide,
Euro Truck Simulator 2,
South Park: The Fractured But Whole,5.79
LEGO Batman 2: DC Super Heroes,7.63
Monday Night Combat,7.0
Final Fantasy I & II: Dawn of Souls,
MX vs. ATV Unleashed,
Tropico 3,
Skies of Fury DX,
Wilson's Heart,
Shantae and the Pirate's Curse,9.23
Else Heart.Break(),
NHL 2K10,
GrimGrimoire,
Trauma Center: Under the Knife 2,
Cities: Skylines - After Dark,
Runaway: A Twist of Fate,
Monster Hunter 3 Ultimate,8.56
La Pucelle: Tactics,
Quarrel,
Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,
FAR: Lone Sails,
Jotun,
Bloodline Champions,
Transformers: Fall of Cybertron,
Mortal Kombat: Deadly Alliance,8.31
Pokken Tournament DX,
Little Nightmares: Complete Edition,
Subsurface Circular,
Wipeout 2048,
Skylanders Swap Force,8.2
The Legend of Heroes: Trails in the Sky,
Legends of War: Patton's Campaign,
NHL Hitz Pro,9.5
Chessmaster,
The Sims: Superstar,
Bust-A-Move 4,
Minit,9.0
Cuboid,
NBA Live 2005,7.42
Orcs Must Die!,8.29
"You, Me, and the Cubes",
SSX On Tour,7.73
Oxenfree,6.91
Dark Souls II: Scholar of the First Sin,7.59
MLB 10: The Show,8.1
Street Fighter Alpha Anthology,
Prey,7.59
NBA Live 06,
Valiant Hearts: The Great War,8.61
Payday 2,
Virtua Tennis 3,
Spider-Man: The Movie,
Dead Rising 2: Case Zero,
Until Dawn,
Castlevania: Lament of Innocence,
Midnight Club: LA Remix,
Dungeons of Dredmor,
Tekken 6,8.87
Hyper Light Drifter,8.67
Geometry Wars 3: Dimensions,8.06
EA Sports Active 2,
Assassin's Creed: Director's Cut Edition,
NASCAR 06: Total Team Control,
Puzzle Dimension,
LittleBigPlanet 3,
Quantum Conundrum,
DeathSpank,
Tom Clancy's Ghost Recon: Future Soldier,
Ys Seven,
Death Road to Canada,
Winning Eleven: Pro Evolution Soccer 2007,8.18
The Unfinished Swan,
Dissidia: Final Fantasy,
The Next Penelope,
The New York Times Crosswords,
The Lord of the Rings: The Battle for Middle-Earth II,6.6
Prototype,
Stick it to the Man!,8.33
Split/Second,8.5
Dead Rising 2,
MTV Music Generator 3: This Is the Remix,
ESPN Major League Baseball,
Tak and the Power of Juju,
Final Fantasy Origins,
Dynasty Tactics,
MLB Slugfest 20-03,
Giants: Citizen Kabuto,9.77
Parasite Eve II,
For Honor,
A Hat in Time,
Sang-Froid: Tales of Werewolves,
The Incredible Adventures of Van Helsing: Final Cut,
Def Jam: Fight for NY: The Takeover,
Hexic HD,
WWE Day of Reckoning,
Hitman: Absolution,6.84
Jotun: Valhalla Edition,
Stella Glow,
Edge,
Pro Evolution Soccer 2012,
Rochard,8.35
Alien: Isolation,8.31
Professor Layton VS Phoenix Wright Ace Attorney,
CastleStorm,8.57
GRID,7.44
Call of Juarez: Gunslinger,
Ultimate Marvel vs. Capcom 3,6.86
Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon,
Catherine,7.95
Blossom Tales: The Sleeping King,
Rome: Total War Alexander,
Street Fighter Anniversary Collection,
Hob,
Driver: San Francisco,8.68
The Banner Saga,7.08
Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,
Trials Fusion,4.65
LocoRoco,9.23
Sam & Max Episode 102: Situation: Comedy,
Prototype 2,
Final Fantasy XIII-2,
LEGO Harry Potter: Years 1-4,
Rumu,
Life is Strange: Before the Storm - Episode 1: Awake,
Killing Floor 2,
NieR: Automata - 3C3C1D119440927,
Zen Pinball 2: Bethesda Pinball,
Fallout 4: Far Harbor,
King's Quest Chapter 3: Once Upon a Climb,
Goetia,
Dying Light: The Following,8.44
Monster Tale,
Tropico 3: Absolute Power,
Age of Zombies,
Bit.Trip Void,
NBA 09 The Inside,
Sam & Max Episode 106: Bright Side of the Moon,
Tiger Woods PGA Tour 07,7.25
MTV Music Generator 3: This Is the Remix,
Activision Anthology,
Gladius,9.5
Day of Defeat,
Tekken 4,
Twisted Metal: Black Online,
Jumpgate: The Reconstruction Initiative,
Aqua Aqua,
Space Empires IV,
Sega Marine Fishing,
Mirror's Edge,7.4
Tom Clancy's The Division,
Resident Evil 4: Ultimate HD Edition,
Mario vs. Donkey Kong: Mini-Land Mayhem,
Sam & Max Episode 203: Night of the Raving Dead,
Metroid Prime Pinball,
Mega Man & Bass,
Alien Hominid HD,
F.E.A.R. 2: Project Origin,
Black,
FlatOut: Ultimate Carnage,
Ghostbusters: The Video Game,
Naruto Shippuden: Ultimate Ninja Storm 4,
Just Dance 2014,
Retro City Rampage,
King Arthur: The Role-Playing Wargame,
Toki Tori,
Rock of Ages 2: Bigger & Boulder,
Kelvin and the Infamous Machine,
Final Fantasy XIII-2,
Auditorium HD,
OlliOlli,
Guitar Hero III: Legends of Rock,7.71
Sid Meier's Civilization: Beyond Earth - Rising Tide,
Unforeseen Incidents,
Smuggler's Run: Warzones,
Golden Sun: Dark Dawn,
Hasbro Family Game Night: Scrabble,
Memoria,
FRAMED Collection,
Joe Dever's Lone Wolf,
The Last Door,
DeathSpank,
MLB 09: The Show,8.89
NHL 2K7,
Shadowgrounds Survivor,
Prey,7.59
Shooty Fruity,
The Inner World: The Last Wind Monk,
Cat Quest,
Teslagrad,9.0
Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,
OutRun2,
Armed and Dangerous,
Gothic II,
Port Royale,
Deadly Dozen: Pacific Theater,
Shattered Galaxy,
Namco Museum,
Close Combat: Invasion: Normandy,
Battlefield 4,5.33
ZEN Pinball 3D,
King's Bounty: The Legend,
Metal Slug Advance,
Buffy the Vampire Slayer,
Bleed 2,8.0
ECHO,
Hitman - Episode 2: Sapienza,6.86
SMITE,7.85
Wolfenstein: The New Order,7.82
Rage,6.7
Call of Duty: Black Ops - Escalation,
The Misadventures of P.B. Winterbottom,7.38
UEFA EURO 2008,
Heavenly Sword,
Dragon Age II,4.01
NCAA Football 13,
Tales of Vesperia,
Fat Princess,
Tiger Woods PGA Tour 08,8.5
Uru: Ages Beyond Myst,
Pillars of Eternity: The White March - Part 2,
Greed Corp,
WWE SmackDown vs. Raw 2009,
Little Inferno,
Guild Wars: Eye of the North,
Outlast 2,
Summon Night: Swordcraft Story 2,
Driveclub Bikes,
Anomaly: Warzone Earth,7.44
DOOM,8.6
Dead Space: Extraction,7.74
Project: Snowblind,
LEGO Harry Potter: Years 1-4,
LEGO Harry Potter: Years 1-4,
Trackmania Turbo,7.3
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,
Battle Chasers: Nightwar,7.67
Pit People,
Nioh: Defiant Honor,
Enslaved: Odyssey to the West - Pigsy's Perfect 10,
Mini Ninjas,
Carcassonne,
Harvest Moon: A Wonderful Life,
Sphinx and the Cursed Mummy,
EverQuest: Lost Dungeons of Norrath,
Battlefield 1942: Secret Weapons of WWII,
Robot Alchemic Drive,
NHL 2003,
The Sims: Unleashed,
NHL Hitz 20-02,
Worms World Party,
Resident Evil 3: Nemesis,
RayStorm,
The King of Fighters XIV,
Tales of Berseria,
Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,
Halfbrick Echoes,
Race the Sun,
MotorStorm Arctic Edge,
Firewall Zero Hour,
Hitman - Episode 3: Marrakesh,
The Sims 3: Pets,
Pac-Man 256,9.0
MTX Mototrax,
Prototype,
Alienation,
Steredenn: Binary Stars,
Zwei: The Ilvard Insurrection,
Torment: Tides of Numenera,6.43
Hand of Fate,
Stick it to the Man!,8.33
Street Fighter X Tekken,4.6
Assault Heroes,
Guilty Gear X,
Perfect Dark,9.44
Frozen Cortex,
Burnout Paradise Remastered,7.88
Tacoma,
Sphinx and the Cursed Mummy,
Gears of War: Judgment,
Halo Wars 2,
Anarcute,
Pool Nation,7.25
Free Realms,
Homeworld: Deserts of Kharak,
L.A. Noire,7.64
Don't Starve,
Bleed 2,8.0
Hue,
Assault Android Cactus,8.0
Chessmaster,
All-Star Baseball 2003,7.6
Trainz,
NHL Hitz 20-02,
Super Dodge Ball Advance,
Super Smash Bros.,
Atelier Escha & Logy: Alchemists of the Dusk Sky,
Pro Evolution Soccer 2015,5.87
The Lord of the Rings: The Two Towers,8.31
Tiger Woods PGA Tour 11,
Twisted Metal: Head-On,
Geometry Wars: Galaxies,
Captain Toad: Treasure Tracker,8.47
Heat Signature,
Wonder Boy: The Dragon's Trap,
Tales of Monkey Island Chapter 2: The Siege of Spinner Cay,
FIFA Soccer 08,6.53
Sonic Advance 3,
Chivalry: Medieval Warfare,
de Blob 2,
Wonder Boy: The Dragon's Trap,
Overlord II,
Victor Vran: Overkill Edition,
NHL 06,
OutRun Online Arcade,
Band Hero,
Hearthstone: Journey to Un'Goro,
The Darkness II,
Scram Kitty and His Buddy on Rails,
F.E.A.R. 2: Project Origin,
Lego Star Wars,
MLB Power Pros 2008,
Major League Baseball 2K7,
World to the West,
Atelier Rorona Plus: The Alchemist of Arland,
Space Channel 5 Special Edition,
Emergency Fire Response,
Downhill Domination,
Lunar Legend,
2002 FIFA World Cup,
Breath of Fire,
Sky Odyssey,
Mario Party,
N+,7.11
Spider-Man 3,
Silent Hill: Shattered Memories,
Marble Blast Ultra,
echochrome ii,
The Metronomicon,
Pro Evolution Soccer 2011,
The Book of Unwritten Tales 2,8.38
Tom Clancy's Rainbow Six Siege,
The Settlers 7: Paths to a Kingdom,
RollerCoaster Tycoon 3: Soaked!,
BlazBlue: Cross Tag Battle,
Rune Factory Frontier,
Mantis Burn Racing,
Mighty Switch Force!,
EVERSPACE,
Dark Souls II: Crown of the Old Iron King,7.5
TrackMania 2 Valley,
Wolfenstein II: The New Colossus,6.93
State of Decay,
Rock Band 3,8.47
High Hell,
EA Sports UFC 2,
F1 2013,
LEGO Harry Potter: Years 1-4,
Mirror's Edge,7.4
Sid Meier's Civilization VI: Rise and Fall,
Blue Dragon,
Final Fight: Double Impact,
Tacoma,
Far Cry 5,6.91
Call of Duty: WWII,
Monster Hunter Stories,
Noitu Love: Devolution,
Extreme Exorcism,
CastleStorm,8.57
Rift: Storm Legion,
Wizorb,
Tom Clancy's Ghost Recon: Future Soldier,
Madden NFL 12,
Crayon Physics Deluxe,
Tony Hawk's Proving Ground,
Nancy Drew: Legend of the Crystal Skull,
Mario Strikers Charged,
Mega Man Maverick Hunter X,
EverQuest II: Desert of Flames,
Madden NFL 2005,7.74
SimCity 4: Rush Hour,
The Simpsons: Hit & Run,7.87
Tenchu: Wrath of Heaven,
Uncommon Valor: Campaign for the South Pacific,
Deathrow,
Global Operations,
Burnout,
Mega Man Battle Network,
StarLancer,
Shadow Warrior 2,
Dance Dance Revolution Ultramix 2,
Apotheon,
The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,
Need for Speed: Most Wanted - A Criterion Game,5.0
Star Wars: Battlefront II,8.51
The Walking Dead: Season Two Episode 1 - All That Remains,
WWE SmackDown vs. Raw 2010,8.14
Roogoo,
Golf Story,
DG2: Defense Grid 2,6.14
The Journey Down: Chapter Two,
Muramasa Rebirth,
Star Trek: Elite Force II,
Tiger Woods PGA Tour 11,
Pinball FX3,8.07
The Lion's Song,7.0
This War of Mine: The Little Ones,
Call of Juarez: Bound in Blood,
Zuma's Revenge!,
Xanadu Next,
Obliteracers,
ZEN Pinball 2: Balls of Glory,
The Denpa Men: They Came By Wave,
Traxxpad,
Alien Hominid,
Hasbro Family Game Night: Yahtzee,
Tiger Woods PGA Tour,
Broken Sword: Shadow of the Templars - The Director's Cut,
Layers of Fear,
Crash Bandicoot N. Sane Trilogy,
Baldur's Gate: Enhanced Edition,
Disgaea 3: Absence of Justice,
Doom 3: Resurrection of Evil,
LEGO Indiana Jones: The Original Adventures,
Yakuza 4,
EVERSPACE,
DeathSmiles,
The Sims 3,6.97
Wade Hixton's Counter Punch,
Baldur's Gate: Dark Alliance II,
NASCAR Thunder 2004,8.6
Dave Mirra Freestyle BMX 3,
Contra: Shattered Soldier,
Freekstyle,6.14
Dynasty Warriors 3,
Shadow of Destiny,
Midnight Club: Street Racing,
Swing Away Golf,
Harvest Moon 64,
Sphinx and the Cursed Mummy,
Skylanders: Spyro's Adventure,5.26
Detroit: Become Human,
NHL 17,
Madden NFL 12,
inFamous: Festival of Blood,
A Way Out,
The Sims 4: City Living,
Rock Band Blitz,
Lost Odyssey,
Rez,
Klonoa 2: Dream Champ Tournament,
BattleTech,
Death Road to Canada,
Doki Doki Literature Club!,
Far Cry Instincts Evolution,
Fallout 4 VR,
Transformers: Fall of Cybertron,
Gurumin: A Monstrous Adventure,
Vanquish,8.34
Madden NFL 07,5.92
FIFA Soccer 06,
Yoshi's Woolly World,
Stellaris,
The House of the Dead: Overkill,
Super Rude Bear Resurrection,
Bomberman Land Touch!,
Big Bang Mini,
SIREN: Blood Curse,
WWE '13,
Pro Evolution Soccer 2010,9.43
Hotel Dusk: Room 215,
Cosmic Star Heroine,
Archangel: Hellfire,
King's Quest Chapter 5: The Good Knight,
Prototype,
Project: Snowblind,
The Thing,
DeathSpank: Thongs of Virtue,
Hatsune Miku: Project Diva X,
Bad Request,9.09
DeadCore,
Conker: Live & Reloaded,
Castlevania: The Adventure ReBirth,
The Walking Dead: Season Two Episode 5 - No Going Back,8.6
MLB 2005,
Neverwinter Nights: Shadows of Undrentide,
Knockout Kings 2003,
Duke Nukem: Manhattan Project,
Konami Collector's Series: Arcade Advanced,
Gradius Galaxies,
Tales of Destiny II,
Metal Gear Solid: Snake Eater 3D,
Overcooked!,8.5
Marvel: Ultimate Alliance,7.52
Grand Kingdom,
Bridge Constructor Portal,
Wuppo,
Joe Danger 2: The Movie,9.0
Robocalypse,
For Honor,
The Disney Afternoon Collection,
Closure,9.0
